;Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
76;202100000085;2;RN7 ;0;;1;1;0;1;45;575;1;; -1;1;3;1;90
77;202100000086;9;COUVENT CHEMIN DE;0;;-1;0;0;1;1;0;2;; -1;1;0;1;50
78;202100000087;4;RADOLFZELL AVENUE DE;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
79;202100000088;3;CD 41;0;;2;2;0;2;1;0;2;; -1;2;9;1;70
80;202100000091;3;GERE(RUE DE);0;;2;2;0;1;0;0;2;; -1;1;0;1;50
81;202100000092;3;19;-1;;-1;-1;-1;1;14;300;1;; -1;1;5;1;-1
82;202100000093;3;MENDIG (Rue);0;;2;1;0;1;0;0;1;; -1;1;6;1;50
83;202100000094;2;N RN5;0;;3;2;0;1;10;0;1;; -1;1;9;1;90
84;202100000095;4;RUE ROGER SALENGRO;0;;1;2;0;1;0;0;1;; -1;2;9;8;50
85;202100000096;3;MARECHAL JUINI(RUE);0;;1;1;1;1;0;0;2;; -1;2;9;5;50
86;202100000097;4;PASCAL;0;;2;1;0;1;(1);(1);1;; -1;2;5;1;50
87;202100000098;3;9;-1;;2;2;0;1;8;100;1;; -1;1;0;1;70
88;202100000099;2;RD 925;0;;3;2;0;1;30;223;1;; -1;2;0;1;80
89;202100000100;3;SAINT DENIS (RUE DE);0;;2;2;0;1;0;1;1;; -1;1;0;4;50
90;202100000102;2;311;-1;;2;2;0;2;(1);(1);3;; -1;1;0;3;60
91;202100000103;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
92;202100000104;3;1205;-1;;2;2;0;1;41;400;1;; -1;2;0;1;80
93;202100000105;3;16;0;D;2;2;0;2;24;130;2;; -1;2;0;1;70
94;202100000106;4;DEPORTES (ROUTE DES );0;;2;2;0;1;0;1;1;; -1;7;0;1;50
95;202100000107;4;;-1;;2;-1;0;1;(1);(1);2;; -1;1;0;1;-1
96;202100000108;4;ANTHONY BAMBRIDGE (RUE);0;;2;2;0;2;0;0;2;; -1;1;2;1;30
97;202100000109;3;977;-1;;2;2;0;1;14;300;1;; -1;1;0;8;80
98;202100000110;4;REPUBLIQUE (AVENUE DE LA);0;;3;4;0;2;0;0;1;; -1;1;0;1;50
99;202100000111;4;VAURANNE BOULEVARD DE;0;;2;4;0;1;0;0;1;; -1;1;5;1;50
100;202100000112;9;;-1;;2;1;-1;2;(1);(1);1;; -1;6;8;8;-1
101;202100000113;3;FREDERIC SOULIE RUE;0;;-1;2;0;3;0;0;2;; -1;1;0;4;50
102;202100000114;4;FLOQUET CHARLES (AVENUE);0;;1;1;0;2;0;0;1;; -1;1;0;1;30
103;202100000115;3;955;0;;2;2;0;1;47;400;3;; -1;2;0;1;80
104;202100000116;3;LYON (AVENUE DE);0;;2;2;0;1;3;650;1;; -1;2;0;1;50
105;202100000117;4;VACHET (RUE JULIEN);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
106;202100000118;4;CHASSEURS (RUE DU 16 EME);0;;2;2;0;1;0;0;1;; -1;2;9;1;50
107;202100000119;4;JEAN DE LA FONTAINE (PLACE);0;;3;2;0;1;0;0;1;; -1;1;0;8;30
108;202100000120;3;EMERY (AVENUE ANDRE);0;;2;3;0;1;1;240;1;; -1;2;5;1;50
109;202100000121;4;PARIS (AVENUE DE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
110;202100000122;7;D.5;0;;2;2;0;1;1;0;1;; -1;1;0;1;80
111;202100000123;2;RN165 (VE);0;;3;2;0;1;35;800;1;; -1;1;0;1;110
112;202100000124;3;SAINTE BEUVE (Bld);0;;2;2;0;2;46;700;3;; -1;1;0;1;50
113;202100000126;3;342;0;;2;2;0;2;33;434;1;; -1;1;0;1;70
114;202100000127;4;BOURGET (AVENUE PAUL);0;;4;0;3;1;0;0;1;; -1;1;4;6;40
115;202100000128;2;RN 1569 LA TRANSHUMANCE;0;;2;1;0;1;1;0;3;; -1;1;9;1;80
116;202100000129;7;CALAMEAU CHEMIN DE;0;;2;2;0;1;9;0;1;; -1;1;0;1;50
117;202100000130;4;GARE (AVENUE DE LA);0;;2;2;3;1;0;1;1;; -1;1;0;1;50
118;202100000131;4;VAUCRISES (AVENUE DES);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
119;202100000132;4;ARRAS (Bld d');0;;3;1;0;1;(1);(1);1;; -1;2;0;1;50
120;202100000133;3;AIGLON (Rue de l');0;;2;2;0;2;10;362;1;; -1;1;5;1;50
121;202100000134;4;DE GAULLE (Ave Charles);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
122;202100000135;4;CANADIENS ( Rue des );0;;2;2;0;1;(1);(1);1;; -1;1;0;4;50
123;202100000136;4;BILLIERES (AV ETIENNE) DU 1AU 78;0;;2;3;1;1;(1);(1);1;; -1;1;0;5;5
124;202100000137;4;CRS GAMBETTA;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
125;202100000138;4;ROBESPIERRE (RUE);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
126;202100000139;4;DELON (RUE ANDRE);0;;1;1;0;1;0;0;1;; -1;1;0;1;30
127;202100000142;3;;-1;;2;4;0;1;32;1100;1;; -1;1;0;1;90
128;202100000143;1;AUTOROUTE A15;0;;3;5;0;1;10;0;1;; -1;1;0;1;110
129;202100000144;1;AUTOROUTE A115;0;;3;4;0;2;1;0;1;; -1;1;0;1;70
130;202100000145;1;AUTOROUTE A115;0;;3;4;0;1;5;0;1;; -1;1;0;1;90
131;202100000146;2;RN 184;0;;3;4;0;2;3;0;3;; -1;2;0;1;70
132;202100000147;1;AUTOROUTE A115;0;;3;4;0;1;10;0;1;; -1;2;0;1;90
133;202100000148;1;AUTOROUTE A1;0;;3;6;0;1;17;200;1;; -1;1;0;1;110
134;202100000149;1;AUTOROUTE A15;0;;3;6;0;1;10;100;2;; -1;3;0;2;110
135;202100000150;4;MASCAREIGNES (Avenue des);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
136;202100000151;3;439;-1;;2;2;0;2;2;800;1;; -1;1;0;1;80
137;202100000152;2;JAURES (BOULEVARD JEAN);0;;1;3;0;4;0;0;2;; -1;1;0;1;90
138;202100000153;3;765;0;D;2;2;0;1;74;400;1;; -1;1;0;1;80
139;202100000154;4;BACCIOCCHI COMTE RUE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
140;202100000155;4;LORETTO CHEMIN;0;;1;1;0;2;(1);(1);1;; -1;2;9;1;50
141;202100000156;2;ROUTE DU STILETTO;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
142;202100000157;2;MEZZAVIA ROUTE DE;0;;2;2;0;2;(1);(1);1;; -1;2;0;1;50
143;202100000158;4;;0;D;2;2;0;1;(1);(1);4;; -1;1;0;1;80
144;202100000159;4;;0;;2;2;0;2;(1);(1);1;; -1;2;0;4;50
145;202100000160;7;40;-1;F;2;2;0;1;(1);(1);2;; -1;1;0;1;30
146;202100000162;4;CHARLES DE GAULLE (RUE);0;;2;2;2;2;0;0;1;; -1;1;0;1;50
147;202100000163;4;PLACE DE L'EGLISE;0;;2;-1;0;1;0;100;1;; -1;1;9;8;50
148;202100000164;3;DE GAULLE (AV DU GAL) APRES N°26;0;;2;2;2;1;0;0;3;; -1;1;0;1;50
149;202100000165;4;CRAU AVENUE DE LA;0;;2;2;0;1;1;0;1;; -1;1;0;1;30
150;202100000166;2;RN 1589 LA TRANSHUMANCE;0;;2;2;3;1;0;0;1;; -1;1;0;1;80
151;202100000167;7;CD16 (LE DELA);0;;2;2;0;2;38;0;3;; -1;1;0;1;80
152;202100000169;7;D.51;0;;-1;0;0;2;1;0;2;; -1;1;0;1;80
153;202100000171;4;SEVERIERS (CHEMIN DES);0;;3;2;0;1;0;0;1;; -1;1;0;1;50
154;202100000173;4;CLEMENCEAU (BOULEVARD GEORGES);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
155;202100000174;1;61;0;A;1;1;0;1;264;0;3;; -1;1;3;8;70
156;202100000175;3;626;-1;;2;2;0;2;11;300;2;; -1;1;0;1;80
157;202100000176;7;SAINT JEAN (AVENUE DE);0;;-1;2;0;1;0;0;1;; -1;1;6;1;30
158;202100000178;4;SOISSONS (AVENUE DE) 01;0;;2;1;0;2;0;0;1;; -1;1;0;1;50
159;202100000179;4;;-1;;3;3;3;1;(1);(1);1;; -1;1;0;1;50
160;202100000180;4;;-1;;2;-1;0;1;(1);(1);1;; -1;1;0;1;50
161;202100000182;1;43;-1;;3;4;0;1;69;10;1;; -1;1;0;1;130
162;202100000183;3;201;-1;;2;2;2;1;3;90;1;; -1;1;-1;1;70
163;202100000184;3;974;-1;;2;3;0;2;18;200;1;; -1;1;0;3;50
164;202100000185;4;;-1;;2;2;0;1;(1);(1);1;;4;1;0;1;50
165;202100000187;7;GAFFAREL (RUE);0;;2;4;0;2;1;0;2;; -1;2;3;1;50
166;202100000189;7;JEAN MOULIN BOULEVARD;0;;2;2;0;2;1;0;1;; -1;1;0;1;50
167;202100000190;4;CHIRONS ROUTE DES;0;;1;2;0;1;1;0;1;; -1;1;0;1;50
168;202100000191;4;AVENUE DE LAUMIERE;0;;2;3;0;1;0;0;1;; -1;2;0;1;30
169;202100000192;3;3;0;D;-1;2;0;2;29;500;3;; -1;2;5;1;-1
170;202100000194;4;;-1;;2;2;0;1;(1);(1);2;;4;2;0;3;80
171;202100000195;3;15;0;D;2;2;0;1;27;800;1;; -1;1;4;6;50
172;202100000196;1;A7-Sens Lyon vers Marseille;0;;3;3;0;1;269;0;1;; -1;7;0;1;110
173;202100000197;4;BRANLY BOULEVARD EDOUARD;0;;2;0;0;1;(1);(1);1;; -1;1;0;4;30
174;202100000198;4;;-1;;2;2;2;1;(1);(1);3;; -1;2;-1;1;50
175;202100000199;4;;-1;;2;4;3;1;(1);(1);1;; -1;1;0;1;50
176;202100000200;4;CARNOT ( BOULEVARD );0;;3;1;0;1;(1);(1);1;; -1;1;0;1;50
177;202100000201;4;CLAUDE BERNARD (RUE );0;;4;1;0;1;0;0;1;; -1;2;5;1;30
178;202100000202;4;BALZAC (RUE);0;;2;2;0;1;0;100;1;; -1;1;5;1;30
179;202100000203;3;32;0;D;2;2;0;2;66;670;1;; -1;1;0;1;80
180;202100000204;3;415;-1;;2;1;0;1;4;770;3;; -1;1;0;1;50
181;202100000205;4;;-1;;2;2;-1;1;(1);(1);1;; -1;1;9;1;50
182;202100000206;3;EUROPE (AVENUE DE L');0;;2;2;0;1;0;1;1;; -1;1;5;1;50
183;202100000207;7;RENE CAILLOUX (BD );0;;1;1;0;2;0;0;1;; -1;1;0;1;50
184;202100000208;7;ROUTE DEPARTEMENTALE 20;0;;1;2;0;2;0;9;3;; -1;1;0;3;90
185;202100000209;7;GEORGES POMPIDOU (AV );0;;2;1;0;1;0;9;1;; -1;1;0;3;80
186;202100000210;4;MIRABEAU (COURS);0;;2;1;0;1;0;0;1;; -1;2;6;6;30
187;202100000211;4;VALLON DE TOULOUSE (RUE);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
188;202100000212;4;;-1;;2;2;0;1;(1);(1);1;;4;1;0;4;50
189;202100000213;3;1504;-1;;2;2;0;1;49;1382;3;; -1;1;0;1;80
190;202100000214;3;25;0;D;2;2;0;1;4;1;1;; -1;1;0;1;80
191;202100000215;4;JEAN PERRIN (AVENUE);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
192;202100000216;3;SAINT-OMER (ROUTE DE...............);0;;2;2;0;1;10;50;1;; -1;2;0;1;80
193;202100000217;4;;-1;;2;-1;-1;2;(1);(1);2;; -1;9;0;1;90
194;202100000218;3;;-1;;2;-1;-1;1;2;600;1;; -1;2;5;1;50
195;202100000219;3;EUROPE (AVENUE DE L');0;;2;2;0;2;0;1;3;; -1;2;0;1;50
196;202100000220;3;CONDE (AVENUE DE);0;;3;2;1;1;(1);(1);1;; -1;1;0;8;50
197;202100000221;3;DEPORTES (RUE DES);0;;2;2;2;1;(1);(1);1;; -1;1;0;5;50
198;202100000222;4;MARCEL SEMBAT (RUE);0;;2;2;0;1;(1);(1);3;; -1;1;0;4;50
199;202100000224;4;;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
200;202100000225;4;ST PIERRE (QUAI);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
201;202100000226;4;;-1;;2;2;2;1;(1);(1);1;; -1;1;-1;5;50
202;202100000227;2;RN1 (ROUTE NATIONALE);0;;3;2;0;3;55;0;1;; -1;1;9;1;110
203;202100000228;4;;0;;2;2;0;1;(1);(1);1;; -1;9;0;1;50
204;202100000229;7;CHEVILLES ( ALLEE DES );0;;2;2;0;1;0;9;1;; -1;1;0;3;50
205;202100000230;4;;0;;1;2;0;1;(1);(1);1;; -1;1;0;1;50
206;202100000231;4;;0;;3;4;3;1;(1);(1);1;; -1;1;0;1;50
207;202100000232;4;CESSOLE (BD DE) (JUSQU'AU N° 93-110);0;;2;3;3;2;(1);(1);1;; -1;1;0;1;50
208;202100000233;4;ANGLAIS (A PARTIR DU N° 351);0;;3;6;0;1;(1);(1);1;; -1;1;0;1;50
209;202100000234;4;BELLET (RTE DE);0;;2;2;0;1;(1);(1);2;; -1;1;0;1;50
210;202100000235;4;;-1;;1;2;0;1;(1);(1);2;;5;1;5;1;50
211;202100000236;4;;-1;;2;2;-1;1;(1);(1);1;; -1;1;0;1;50
212;202100000237;4;m'tsapere-Mosquée Maevantana (ruelle );0;;2;0;0;1;0;0;1;; -1;1;0;1;50
213;202100000238;2;RN2/091;0;;-1;1;0;2;(1);(1);3;; -1;1;9;1;30
214;202100000239;3;BOIS SABOT (RUE DU);0;;2;2;0;2;0;0;1;; -1;1;0;1;50
215;202100000240;4;BOULEVARD POISSONNIERE;0;;2;3;1;1;(1);(1);1;; -1;1;-1;6;30
216;202100000241;2;30;0;;2;2;0;1;59;800;1;; -1;1;0;1;80
217;202100000242;4;;-1;;2;2;-1;1;(1);(1);1;; -1;1;0;1;80
218;202100000243;4;;-1;;2;2;-1;1;(1);(1);1;; -1;1;0;1;50
219;202100000244;4;BERRY (AVENUE DU);0;;2;2;0;1;0;1;1;; -1;1;6;1;30
220;202100000245;7;GEORGES POMPIDOU (AV );0;;2;2;0;1;0;100;1;; -1;1;0;1;50
221;202100000246;7;DOUAI (BOULEVARD DE);0;;3;5;0;1;(1);(1);1;; -1;1;5;1;50
222;202100000247;4;MOULIN (PLACE JEAN);0;;1;0;0;2;1;0;1;; -1;2;0;4;40
223;202100000248;3;CD 677;0;;2;3;0;1;499;0;1;; -1;1;5;1;50
224;202100000249;2;BRETELLE ACCES RD203/RN184;0;;3;4;0;1;23;770;1;; -1;2;0;1;90
225;202100000251;4;MARECHAL LYAUTEY (DU)               (PL);0;;1;1;2;1;(1);(1);1;; -1;1;0;1;50
226;202100000252;6;VERDANNES (ROUTE DES);0;;-1;-1;3;1;1;0;1;; -1;2;6;8;10
227;202100000253;3;CORNICHE (ROUTE DE LA)  CD21;0;;2;2;0;2;1;0;1;; -1;1;0;1;50
228;202100000254;9;JULES PHILIPPE (QUAI);0;;-1;0;3;1;0;0;1;; -1;1;0;6;30
229;202100000255;3;ORLEANS (ROUTE D');0;;2;1;0;1;0;0;1;; -1;1;0;1;80
230;202100000256;4;GUILLEMOTTES(RUE DES);0;;2;2;0;2;0;0;2;; -1;2;0;1;50
231;202100000257;3;;0;;2;2;0;2;9;174;3;; -1;1;0;3;50
232;202100000258;3;;0;;2;2;0;2;21;911;1;; -1;2;0;3;50
233;202100000259;3;PLAN (ROUTE DU) -D304-;0;;2;2;0;1;0;288;1;; -1;1;0;1;50
234;202100000260;1;;-1;;3;-1;-1;1;14;200;1;; -1;1;0;1;-1
235;202100000261;4;GIRAUD BOULEVARD LOUIS;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
236;202100000262;4;PERIER (BOULEVARD DU);-1;;3;3;0;2;123;(1);1;; -1;1;0;1;30
237;202100000263;7;LECLERCAVENUE GENERAL;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
238;202100000264;7;;0;;-1;2;0;1;0;0;1;; -1;1;0;1;50
239;202100000265;4;MIDI (BOULEVARD DU);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
240;202100000266;7;NICE AVENUE DE (RN7);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
241;202100000267;7;PLAGE BOULEVARD DE LA;0;;1;2;0;1;(1);(1);1;; -1;1;0;1;70
242;202100000268;4;FEUILLAT                            (R );0;;1;1;0;1;(1);(1);1;; -1;1;0;4;50
243;202100000270;3;932;-1;E;2;1;0;2;(1);(1);3;; -1;1;0;1;50
244;202100000271;4;;-1;;2;-1;-1;1;(1);(1);1;; -1;1;4;1;-1
245;202100000272;3;LAC (RUE DU);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
246;202100000273;3;CLAUDE BERNARD(QUAI);0;;2;2;1;1;(1);(1);1;; -1;1;0;1;50
247;202100000274;4;VIADUC(RUE DU);0;;2;1;0;1;(1);(1);1;; -1;1;0;1;50
248;202100000275;3;CLAUDE BERNARD(QUAI);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
249;202100000276;3;ATLANTIQUE ( BOULEVARD DE L' );0;;2;2;1;1;2;22;1;; -1;1;0;1;50
250;202100000277;2;21;0;;2;2;0;1;36;600;1;; -1;1;0;3;80
251;202100000278;1;10;0;A;3;3;0;1;127;1;1;;10;1;0;1;130
252;202100000279;3;THIERS (AVENUE) N° PAIRS;0;;2;2;0;2;25;505;1;; -1;1;0;1;50
253;202100000280;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
254;202100000281;4;CHATILLON (Bld de);0;;2;2;0;1;(1);(1);1;; -1;1;5;1;30
255;202100000283;4;CHARLES DE GAULLE                   (QU);0;;2;4;2;1;(1);(1);1;; -1;1;0;1;50
256;202100000285;4;CREQUI (DE)                         (R );0;;1;1;2;1;(1);(1);1;; -1;1;0;1;50
257;202100000286;2;165;-1;;3;4;0;1;14;555;1;; -1;1;0;1;110
258;202100000287;2;mamoudzou centre-Commandant Passot (Plac;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
259;202100000288;7;LAVALDUC CHEMIN DE;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
260;202100000289;4;PAUL VAILLANT COUTURIER RUE;0;;-1;2;0;1;1;0;1;; -1;1;0;1;50
261;202100000291;3;308;0;D;2;2;0;1;3;500;1;; -1;1;0;1;50
262;202100000292;7;M6   449.510 A 451.640;0;;3;6;3;1;448;600;1;; -1;1;0;1;70
263;202100000293;4;GAMBETTA                            (CO);0;;2;2;2;1;(1);(1);1;; -1;1;0;1;30
264;202100000294;4;JULES FERRY                         (PL);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
265;202100000295;4;CARNOT                              (R );0;;2;2;2;1;(1);(1);1;; -1;1;0;1;50
266;202100000296;4;LAFAYETTE                           (CO);0;;1;1;3;1;(1);(1);1;; -1;1;0;1;30
267;202100000297;4;LACASSAGNE                          (AV);0;;2;1;3;1;(1);(1);1;; -1;1;0;1;50
268;202100000298;4;EMERAUDES (DES)                     (R );0;;1;2;3;1;(1);(1);1;; -1;1;0;1;50
269;202100000299;2;1;-1;;3;4;0;2;(1);(1);1;; -1;1;0;1;90
270;202100000300;2;5;-1;;1;4;0;1;(1);(1);2;; -1;1;0;1;70
271;202100000301;3;54;-1;E;2;2;0;2;0;500;2;; -1;1;0;1;80
272;202100000302;9;;-1;;-1;-1;-1;1;(1);(1);1;; -1;1;0;8;-1
273;202100000303;3;AV DE STALINGRAD;0;;3;0;0;1;1;0;1;; -1;1;0;1;50
274;202100000304;4;ROCHAID (PLACE);0;;-1;1;3;1;0;0;1;; -1;1;6;8;10
275;202100000305;4;JACARANDAS (CITE);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
276;202100000306;3;CARNOT (PL.);0;;1;2;0;1;41;0;1;; -1;1;0;1;50
277;202100000307;4;DESCHIZEAUX (ROND POINT LOUIS);0;;2;2;0;1;(1);(1);3;; -1;1;0;1;50
