;Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
0;201300000001;0;7;0;0.0;0.0;6.0;10.0;A01
1;201300000001;0;31;0;0.0;2.0;1.0;1.0;B02
2;201300000002;0;33;0;0.0;0.0;8.0;11.0;A01
3;201300000003;0;7;0;0.0;0.0;0.0;17.0;A01
4;201300000003;0;33;0;0.0;2.0;9.0;17.0;B02
5;201300000004;0;7;0;0.0;0.0;1.0;1.0;A01
6;201300000005;0;7;0;0.0;1.0;7.0;19.0;A01
7;201300000006;0;7;0;0.0;2.0;8.0;13.0;B02
8;201300000006;0;33;0;0.0;2.0;7.0;17.0;A01
9;201300000007;0;15;0;0.0;0.0;0.0;9.0;A01
10;201300000008;0;30;0;8.0;0.0;0.0;14.0;A01
11;201300000009;0;33;0;0.0;2.0;2.0;1.0;A01
12;201300000009;0;7;0;0.0;2.0;6.0;17.0;B02
13;201300000010;0;33;0;12.0;0.0;3.0;1.0;A01
14;201300000011;0;7;0;0.0;1.0;1.0;1.0;A01
15;201300000012;0;7;0;13.0;0.0;2.0;1.0;A01
16;201300000014;0;33;0;0.0;2.0;1.0;17.0;B02
17;201300000014;0;10;0;0.0;2.0;3.0;13.0;A01
18;201300000017;0;31;0;0.0;0.0;1.0;17.0;A01
19;201300000017;0;7;0;0.0;0.0;1.0;15.0;B02
20;201300000018;0;7;0;13.0;0.0;3.0;17.0;A01
21;201300000019;0;7;0;6.0;0.0;1.0;1.0;A01
22;201300000020;0;30;0;0.0;2.0;1.0;1.0;B02
23;201300000020;0;7;0;0.0;2.0;2.0;15.0;A01
24;201300000020;0;7;0;0.0;2.0;8.0;24.0;C03
25;201300000021;0;30;0;8.0;0.0;1.0;1.0;A01
26;201300000022;0;30;0;12.0;0.0;1.0;1.0;A01
27;201300000023;0;7;0;13.0;0.0;1.0;2.0;A01
28;201300000024;0;7;0;0.0;2.0;3.0;19.0;B02
29;201300000024;0;7;0;0.0;2.0;2.0;1.0;A01
30;201300000025;0;33;0;13.0;0.0;0.0;0.0;A01
31;201300000026;0;1;0;12.0;0.0;1.0;0.0;A01
32;201300000027;0;33;0;0.0;2.0;1.0;1.0;B02
33;201300000027;0;10;0;0.0;2.0;3.0;15.0;A01
34;201300000028;0;7;0;0.0;2.0;1.0;2.0;A01
35;201300000028;0;7;0;0.0;2.0;4.0;23.0;B02
36;201300000028;0;7;0;0.0;2.0;4.0;23.0;C03
37;201300000029;0;7;0;0.0;1.0;3.0;1.0;A01
38;201300000030;0;7;0;2.0;0.0;3.0;19.0;A01
39;201300000032;0;7;0;13.0;0.0;3.0;13.0;A01
40;201300000033;0;16;0;0.0;2.0;3.0;13.0;A01
41;201300000033;0;7;0;0.0;2.0;1.0;1.0;B02
42;201300000034;0;7;0;0.0;0.0;1.0;1.0;A01
43;201300000035;0;13;0;13.0;0.0;3.0;13.0;A01
44;201300000036;0;7;0;0.0;0.0;0.0;1.0;A01
45;201300000037;0;10;0;0.0;2.0;3.0;13.0;A01
46;201300000037;0;33;0;0.0;2.0;1.0;1.0;B02
47;201300000037;0;7;0;0.0;2.0;6.0;1.0;C03
48;201300000038;0;7;0;0.0;2.0;3.0;1.0;A01
49;201300000038;0;7;0;0.0;2.0;3.0;1.0;B02
50;201300000039;0;30;0;0.0;2.0;6.0;2.0;A01
51;201300000039;0;7;0;0.0;2.0;2.0;2.0;B02
52;201300000040;0;7;0;0.0;2.0;1.0;1.0;B02
53;201300000040;0;7;0;0.0;2.0;8.0;15.0;A01
54;201300000041;0;30;0;0.0;2.0;8.0;1.0;B02
55;201300000041;0;14;0;0.0;2.0;3.0;15.0;A01
56;201300000042;0;2;0;0.0;2.0;2.0;17.0;A01
57;201300000042;0;7;0;0.0;2.0;3.0;15.0;B02
58;201300000043;0;7;0;0.0;0.0;1.0;1.0;A01
59;201300000044;0;10;0;0.0;2.0;9.0;1.0;B02
60;201300000044;0;10;0;0.0;2.0;1.0;1.0;C03
61;201300000044;0;10;0;0.0;2.0;1.0;1.0;D04
62;201300000044;0;10;0;0.0;0.0;4.0;16.0;A01
63;201300000045;0;10;0;0.0;2.0;1.0;15.0;B02
64;201300000045;0;7;0;0.0;2.0;2.0;1.0;A01
65;201300000046;0;7;0;0.0;2.0;3.0;19.0;B02
66;201300000046;0;31;0;0.0;2.0;1.0;1.0;A01
67;201300000047;0;2;0;0.0;2.0;1.0;1.0;B02
68;201300000047;0;7;0;0.0;2.0;1.0;13.0;A01
69;201300000048;0;33;0;2.0;0.0;0.0;17.0;A01
70;201300000049;0;7;0;0.0;2.0;1.0;1.0;B02
71;201300000049;0;7;0;0.0;2.0;7.0;1.0;A01
72;201300000050;0;1;0;0.0;2.0;1.0;21.0;B02
73;201300000050;0;30;0;12.0;2.0;1.0;14.0;A01
74;201300000051;0;7;0;0.0;1.0;2.0;1.0;A01
75;201300000053;0;7;0;2.0;0.0;7.0;14.0;A01
76;201300000054;0;7;0;13.0;0.0;1.0;1.0;A01
77;201300000055;0;7;0;0.0;1.0;1.0;21.0;A01
78;201300000056;0;1;0;0.0;0.0;1.0;1.0;A01
79;201300000057;0;32;0;0.0;0.0;1.0;1.0;A01
80;201300000059;0;33;0;0.0;0.0;0.0;1.0;A01
81;201300000060;0;33;0;0.0;2.0;1.0;1.0;B02
82;201300000060;0;7;0;0.0;2.0;8.0;15.0;A01
83;201300000061;0;7;0;16.0;0.0;1.0;1.0;A01
84;201300000062;0;7;0;0.0;2.0;3.0;15.0;B02
85;201300000062;0;33;0;0.0;2.0;1.0;17.0;A01
86;201300000063;0;7;0;6.0;0.0;1.0;1.0;A01
87;201300000066;0;7;0;0.0;2.0;3.0;17.0;B02
88;201300000066;0;7;0;0.0;2.0;3.0;1.0;A01
89;201300000067;0;2;0;0.0;2.0;1.0;1.0;B02
90;201300000067;0;7;0;0.0;2.0;3.0;15.0;A01
91;201300000070;0;33;0;13.0;0.0;1.0;16.0;A01
92;201300000071;0;33;0;0.0;2.0;1.0;1.0;A01
93;201300000071;0;10;0;0.0;2.0;3.0;11.0;B02
94;201300000073;0;33;0;0.0;2.0;1.0;13.0;A01
95;201300000073;0;7;0;0.0;2.0;1.0;1.0;B02
96;201300000074;0;2;0;0.0;2.0;1.0;1.0;B02
97;201300000074;0;7;0;0.0;2.0;3.0;15.0;A01
98;201300000075;0;7;0;0.0;2.0;3.0;9.0;A01
99;201300000075;0;32;0;0.0;2.0;1.0;3.0;B02
100;201300000077;0;7;0;0.0;2.0;1.0;1.0;B02
101;201300000077;0;30;0;0.0;2.0;1.0;13.0;A01
102;201300000078;0;7;0;0.0;2.0;7.0;1.0;A01
103;201300000078;0;7;0;0.0;2.0;1.0;1.0;B02
104;201300000079;0;7;0;16.0;2.0;1.0;13.0;A01
105;201300000080;0;7;0;0.0;2.0;7.0;13.0;A01
106;201300000080;0;10;0;0.0;2.0;1.0;1.0;B02
107;201300000081;0;7;0;0.0;2.0;2.0;15.0;A01
108;201300000081;0;7;0;0.0;2.0;1.0;1.0;B02
109;201300000082;0;33;0;16.0;2.0;0.0;17.0;A01
110;201300000082;0;7;0;0.0;0.0;6.0;17.0;B02
111;201300000083;0;7;0;0.0;2.0;1.0;1.0;B02
112;201300000083;0;7;0;0.0;2.0;5.0;19.0;A01
113;201300000084;0;15;0;0.0;2.0;3.0;1.0;B02
114;201300000084;0;7;0;0.0;2.0;3.0;13.0;A01
115;201300000085;0;1;0;0.0;2.0;7.0;1.0;B02
116;201300000085;0;7;0;0.0;2.0;4.0;20.0;A01
117;201300000086;0;7;0;15.0;0.0;1.0;16.0;A01
118;201300000088;0;7;0;6.0;0.0;2.0;0.0;A01
119;201300000089;0;30;0;0.0;2.0;1.0;1.0;B02
120;201300000089;0;7;0;0.0;2.0;5.0;15.0;A01
121;201300000090;0;33;0;9.0;0.0;1.0;1.0;A01
122;201300000091;0;7;0;0.0;2.0;1.0;19.0;B02
123;201300000091;0;7;0;0.0;2.0;3.0;1.0;A01
124;201300000092;0;1;0;0.0;2.0;4.0;2.0;B02
125;201300000092;0;7;0;0.0;9.0;2.0;2.0;A01
126;201300000093;0;31;0;0.0;2.0;7.0;1.0;A01
127;201300000093;0;7;0;0.0;2.0;1.0;15.0;B02
128;201300000094;0;7;0;0.0;0.0;6.0;20.0;B02
129;201300000094;0;30;0;0.0;2.0;1.0;1.0;A01
130;201300000095;0;10;0;6.0;0.0;2.0;1.0;A01
131;201300000096;0;7;0;0.0;0.0;1.0;14.0;A01
132;201300000098;0;7;0;0.0;2.0;5.0;15.0;A01
133;201300000098;1;31;0;0.0;2.0;1.0;1.0;B02
134;201300000099;0;31;0;0.0;0.0;0.0;1.0;A01
135;201300000101;0;15;0;0.0;2.0;7.0;1.0;B02
136;201300000101;0;30;0;0.0;2.0;1.0;1.0;A01
137;201300000102;0;7;0;8.0;0.0;1.0;1.0;A01
138;201300000104;0;14;0;2.0;0.0;1.0;1.0;A01
139;201300000105;0;7;0;0.0;0.0;3.0;15.0;A01
140;201300000105;0;30;0;0.0;2.0;1.0;1.0;B02
141;201300000106;0;7;0;0.0;1.0;2.0;16.0;A01
142;201300000107;0;30;0;0.0;0.0;0.0;0.0;A01
143;201300000108;0;10;0;0.0;1.0;1.0;21.0;A01
144;201300000109;0;10;0;0.0;2.0;2.0;1.0;B02
145;201300000109;0;7;0;0.0;2.0;3.0;15.0;A01
146;201300000110;0;7;0;0.0;2.0;3.0;9.0;A01
147;201300000110;0;2;0;0.0;2.0;1.0;1.0;B02
148;201300000111;0;7;0;0.0;0.0;2.0;1.0;A01
149;201300000112;1;7;0;0.0;1.0;1.0;1.0;A01
150;201300000113;0;7;0;0.0;1.0;1.0;1.0;A01
151;201300000116;0;7;0;6.0;0.0;2.0;1.0;A01
152;201300000118;0;7;0;11.0;0.0;3.0;1.0;B02
153;201300000118;0;30;0;11.0;0.0;1.0;5.0;A01
154;201300000119;0;7;0;0.0;2.0;3.0;15.0;A01
155;201300000119;0;31;0;0.0;2.0;1.0;17.0;B02
156;201300000120;0;7;0;0.0;2.0;3.0;13.0;A01
157;201300000120;0;30;0;0.0;2.0;3.0;1.0;B02
158;201300000121;0;7;0;0.0;1.0;1.0;1.0;A01
159;201300000122;0;30;0;1.0;0.0;1.0;2.0;A01
160;201300000122;0;7;0;1.0;0.0;3.0;0.0;B02
161;201300000123;0;7;0;0.0;2.0;2.0;10.0;A01
162;201300000123;0;2;0;0.0;2.0;7.0;1.0;B02
163;201300000124;0;7;0;0.0;2.0;3.0;23.0;B02
164;201300000124;0;7;0;1.0;2.0;3.0;1.0;A01
165;201300000125;0;7;0;0.0;0.0;8.0;9.0;A01
166;201300000125;0;2;0;0.0;2.0;1.0;1.0;B02
167;201300000126;1;30;0;1.0;1.0;1.0;0.0;A01
168;201300000127;1;7;0;0.0;1.0;2.0;1.0;A01
169;201300000128;0;7;0;0.0;0.0;1.0;0.0;B02
170;201300000128;0;7;0;0.0;0.0;1.0;0.0;A01
171;201300000129;0;7;0;0.0;2.0;2.0;10.0;A01
172;201300000129;0;30;0;0.0;0.0;2.0;1.0;B02
173;201300000130;0;7;0;0.0;1.0;1.0;1.0;A01
174;201300000131;0;10;0;0.0;9.0;2.0;1.0;A01
175;201300000131;0;1;0;0.0;2.0;4.0;0.0;B02
176;201300000132;0;7;0;0.0;1.0;1.0;15.0;A01
177;201300000133;0;7;0;0.0;1.0;2.0;1.0;A01
178;201300000134;0;7;0;6.0;0.0;3.0;1.0;A01
179;201300000135;0;2;0;14.0;0.0;1.0;1.0;A01
180;201300000136;0;7;0;2.0;0.0;3.0;14.0;A01
181;201300000137;0;7;0;0.0;2.0;1.0;1.0;A01
182;201300000137;0;7;0;0.0;2.0;8.0;1.0;B02
183;201300000138;0;15;0;0.0;2.0;6.0;1.0;B02
184;201300000138;0;7;0;0.0;2.0;3.0;1.0;A01
185;201300000139;0;10;0;0.0;2.0;1.0;19.0;C03
186;201300000139;0;20;0;0.0;2.0;1.0;1.0;A01
187;201300000139;0;38;0;0.0;2.0;1.0;1.0;B02
188;201300000140;0;1;0;0.0;2.0;0.0;1.0;A01
189;201300000140;0;1;0;0.0;2.0;0.0;1.0;B02
190;201300000142;0;1;0;0.0;1.0;1.0;5.0;A01
191;201300000143;0;7;0;10.0;0.0;1.0;1.0;A01
192;201300000144;0;7;0;0.0;2.0;3.0;1.0;C03
193;201300000144;0;7;0;0.0;2.0;1.0;1.0;B02
194;201300000144;0;7;0;0.0;2.0;2.0;1.0;A01
195;201300000145;0;36;0;0.0;0.0;1.0;1.0;A01
196;201300000146;0;7;0;0.0;2.0;8.0;1.0;B02
197;201300000146;0;7;0;0.0;2.0;8.0;13.0;A01
198;201300000147;0;39;0;0.0;2.0;1.0;1.0;B02
199;201300000147;0;7;0;0.0;4.0;5.0;0.0;A01
200;201300000148;2;7;0;3.0;0.0;8.0;13.0;A01
201;201300000150;0;33;0;0.0;2.0;1.0;1.0;B02
202;201300000150;0;7;0;0.0;2.0;1.0;15.0;A01
203;201300000151;0;36;0;13.0;0.0;1.0;1.0;A01
204;201300000152;0;7;0;1.0;0.0;2.0;1.0;A01
205;201300000153;0;7;0;9.0;0.0;7.0;0.0;A01
206;201300000155;0;7;0;0.0;2.0;2.0;9.0;A01
207;201300000155;0;2;0;0.0;2.0;1.0;1.0;B02
208;201300000156;0;7;0;13.0;0.0;1.0;1.0;A01
209;201300000157;0;7;0;6.0;0.0;9.0;17.0;A01
210;201300000158;0;7;0;13.0;0.0;1.0;1.0;A01
211;201300000159;0;7;0;13.0;0.0;2.0;1.0;A01
212;201300000160;0;36;0;0.0;0.0;0.0;1.0;A01
213;201300000161;0;33;0;0.0;2.0;1.0;1.0;B02
214;201300000161;0;10;0;0.0;2.0;7.0;15.0;A01
215;201300000162;0;7;0;6.0;0.0;1.0;1.0;A01
216;201300000163;0;7;0;6.0;0.0;2.0;13.0;A01
217;201300000164;0;7;0;0.0;1.0;3.0;1.0;A01
218;201300000165;0;7;0;16.0;0.0;7.0;14.0;A01
219;201300000166;0;10;0;0.0;0.0;3.0;1.0;A01
220;201300000166;0;7;0;0.0;0.0;3.0;13.0;B02
221;201300000167;0;7;0;6.0;0.0;1.0;14.0;A01
222;201300000168;0;7;0;13.0;0.0;1.0;1.0;A01
223;201300000169;0;31;0;0.0;0.0;0.0;16.0;A01
224;201300000170;0;7;0;0.0;0.0;3.0;10.0;A01
225;201300000170;0;33;0;0.0;0.0;1.0;1.0;B02
226;201300000171;0;10;0;0.0;2.0;5.0;5.0;A01
227;201300000171;0;7;0;0.0;2.0;1.0;1.0;B02
228;201300000171;0;7;0;0.0;2.0;2.0;1.0;C03
229;201300000172;0;7;0;13.0;0.0;9.0;14.0;A01
230;201300000173;0;7;0;4.0;0.0;1.0;1.0;A01
231;201300000174;0;7;0;4.0;0.0;1.0;0.0;A01
232;201300000175;0;7;0;0.0;2.0;2.0;1.0;A01
233;201300000175;0;17;0;0.0;2.0;8.0;1.0;B02
234;201300000176;0;7;0;4.0;0.0;1.0;21.0;A01
235;201300000177;0;7;0;4.0;0.0;3.0;1.0;A01
236;201300000178;0;7;0;14.0;0.0;3.0;0.0;B02
237;201300000178;0;17;0;0.0;0.0;3.0;21.0;A01
238;201300000179;0;7;0;0.0;2.0;2.0;1.0;A01
239;201300000179;0;33;0;0.0;2.0;1.0;13.0;B02
240;201300000180;0;20;0;0.0;0.0;4.0;1.0;B02
241;201300000180;0;10;0;0.0;2.0;1.0;1.0;A01
242;201300000181;0;14;0;0.0;2.0;2.0;1.0;A01
243;201300000181;0;7;0;0.0;2.0;1.0;1.0;B02
244;201300000184;0;7;0;0.0;0.0;5.0;2.0;A01
245;201300000184;0;33;0;0.0;2.0;1.0;2.0;B02
246;201300000185;0;1;0;0.0;2.0;4.0;0.0;B02
247;201300000185;0;7;0;0.0;2.0;2.0;17.0;A01
248;201300000186;0;7;0;0.0;2.0;3.0;1.0;A01
249;201300000186;0;7;0;0.0;2.0;3.0;13.0;B02
250;201300000187;0;7;0;0.0;2.0;1.0;1.0;B02
251;201300000187;0;7;0;2.0;2.0;1.0;17.0;A01
252;201300000189;0;7;0;0.0;0.0;1.0;6.0;B02
253;201300000189;0;7;0;0.0;0.0;1.0;1.0;A01
254;201300000190;0;7;0;6.0;0.0;2.0;0.0;A01
255;201300000191;0;7;0;0.0;1.0;3.0;1.0;A01
256;201300000192;0;1;0;0.0;2.0;1.0;19.0;B02
257;201300000192;0;7;0;0.0;0.0;8.0;0.0;A01
258;201300000193;0;7;0;0.0;2.0;3.0;1.0;A01
259;201300000193;0;1;0;0.0;2.0;1.0;1.0;B02
260;201300000194;0;7;0;0.0;2.0;2.0;6.0;A01
261;201300000194;0;14;0;0.0;2.0;1.0;1.0;B02
262;201300000196;0;7;0;2.0;0.0;1.0;1.0;A01
263;201300000197;0;7;0;0.0;2.0;1.0;1.0;A01
264;201300000197;0;7;0;0.0;0.0;9.0;1.0;B02
265;201300000199;0;10;0;0.0;2.0;3.0;1.0;A01
266;201300000199;0;15;0;0.0;2.0;3.0;1.0;B02
267;201300000200;0;7;0;0.0;2.0;1.0;15.0;A01
268;201300000200;0;7;0;0.0;2.0;1.0;1.0;B02
269;201300000201;0;2;0;0.0;0.0;1.0;1.0;A01
270;201300000202;0;30;0;1.0;0.0;1.0;2.0;A01
271;201300000202;0;7;0;0.0;2.0;4.0;23.0;B02
272;201300000204;0;33;0;13.0;0.0;1.0;1.0;A01
273;201300000205;0;7;0;0.0;1.0;3.0;1.0;A01
274;201300000207;0;7;0;0.0;1.0;2.0;1.0;A01
275;201300000208;0;33;0;0.0;2.0;1.0;2.0;B02
276;201300000208;0;7;0;0.0;2.0;7.0;2.0;A01
277;201300000209;0;37;0;0.0;1.0;1.0;1.0;A01
278;201300000210;0;7;0;0.0;0.0;3.0;19.0;A01
279;201300000210;0;2;0;0.0;0.0;1.0;1.0;B02
280;201300000211;0;7;0;0.0;2.0;3.0;1.0;A01
281;201300000211;0;31;0;0.0;2.0;1.0;1.0;B02
282;201300000212;0;1;0;0.0;2.0;1.0;1.0;A01
283;201300000212;0;7;0;0.0;2.0;3.0;1.0;B02
284;201300000213;0;7;0;0.0;2.0;8.0;15.0;A01
285;201300000213;0;7;0;0.0;2.0;1.0;1.0;B02
286;201300000214;0;7;0;0.0;2.0;7.0;17.0;A01
287;201300000214;0;1;0;0.0;2.0;8.0;15.0;B02
288;201300000215;0;7;0;6.0;0.0;2.0;1.0;A01
289;201300000216;0;7;0;0.0;0.0;2.0;13.0;A01
290;201300000217;0;7;0;0.0;1.0;1.0;1.0;A01
291;201300000218;0;7;0;13.0;0.0;1.0;3.0;A01
292;201300000219;0;7;0;0.0;2.0;1.0;2.0;A01
293;201300000219;0;20;0;0.0;2.0;8.0;0.0;B02
294;201300000220;0;33;0;0.0;2.0;1.0;2.0;B02
295;201300000220;0;14;0;0.0;2.0;6.0;2.0;A01
296;201300000221;0;31;0;0.0;2.0;1.0;1.0;A01
297;201300000221;0;7;0;0.0;0.0;5.0;20.0;B02
298;201300000223;0;7;0;0.0;1.0;1.0;1.0;A01
299;201300000224;0;7;0;13.0;0.0;2.0;1.0;A01
300;201300000225;0;7;0;0.0;2.0;3.0;15.0;A01
301;201300000225;0;30;0;0.0;2.0;1.0;1.0;B02
302;201300000226;0;7;0;0.0;2.0;8.0;1.0;B02
303;201300000226;0;14;0;0.0;2.0;1.0;1.0;A01
304;201300000227;0;33;0;0.0;0.0;6.0;1.0;B02
305;201300000227;0;7;0;0.0;2.0;2.0;10.0;A01
306;201300000228;0;7;0;2.0;0.0;1.0;2.0;A01
307;201300000229;2;7;0;0.0;1.0;2.0;2.0;A01
308;201300000231;0;15;0;0.0;2.0;1.0;1.0;A01
309;201300000231;0;7;0;0.0;0.0;8.0;1.0;B02
310;201300000232;0;30;0;0.0;2.0;1.0;1.0;B02
311;201300000232;0;7;0;0.0;2.0;5.0;15.0;A01
312;201300000233;0;7;0;0.0;2.0;2.0;13.0;A01
313;201300000233;0;7;0;0.0;2.0;2.0;1.0;B02
314;201300000234;0;7;0;0.0;2.0;1.0;13.0;A01
315;201300000234;0;14;0;0.0;0.0;3.0;21.0;B02
316;201300000235;0;33;0;0.0;2.0;1.0;1.0;A01
317;201300000235;0;7;0;0.0;0.0;3.0;15.0;B02
318;201300000236;0;33;0;0.0;0.0;8.0;1.0;A01
319;201300000237;1;7;0;13.0;0.0;1.0;10.0;A01
320;201300000238;0;10;0;16.0;0.0;1.0;2.0;A01
321;201300000239;0;14;0;0.0;2.0;3.0;0.0;A01
322;201300000239;0;7;0;0.0;2.0;3.0;1.0;B02
323;201300000240;0;7;0;0.0;2.0;7.0;15.0;A01
324;201300000240;0;7;0;0.0;2.0;1.0;1.0;B02
325;201300000241;0;33;0;16.0;0.0;0.0;21.0;B02
326;201300000241;0;7;0;0.0;0.0;0.0;0.0;A01
327;201300000242;0;7;0;2.0;0.0;8.0;1.0;A01
328;201300000243;0;10;0;0.0;1.0;1.0;1.0;A01
329;201300000244;0;7;0;0.0;2.0;1.0;13.0;A01
330;201300000244;0;7;0;0.0;2.0;1.0;5.0;B02
331;201300000245;0;10;0;0.0;2.0;3.0;13.0;A01
332;201300000245;0;14;0;0.0;2.0;6.0;1.0;B02
333;201300000247;0;31;0;1.0;1.0;1.0;13.0;A01
334;201300000248;0;7;0;13.0;0.0;8.0;14.0;A01
335;201300000249;0;7;0;0.0;0.0;1.0;0.0;A01
336;201300000250;0;7;0;0.0;0.0;0.0;0.0;A01
337;201300000252;0;7;0;0.0;2.0;1.0;17.0;A01
338;201300000252;0;7;0;0.0;2.0;1.0;1.0;B02
339;201300000252;0;7;0;0.0;2.0;6.0;1.0;C03
340;201300000253;0;7;0;0.0;2.0;3.0;15.0;A01
341;201300000253;0;33;0;0.0;2.0;1.0;1.0;B02
342;201300000254;0;2;0;0.0;0.0;7.0;19.0;B02
343;201300000254;0;7;0;0.0;2.0;1.0;1.0;A01
344;201300000255;0;7;0;0.0;2.0;1.0;13.0;A01
345;201300000255;0;7;0;0.0;2.0;1.0;1.0;B02
346;201300000256;0;31;0;8.0;0.0;1.0;1.0;A01
347;201300000257;0;33;0;0.0;0.0;1.0;0.0;A01
348;201300000258;1;7;0;0.0;1.0;1.0;13.0;A01
349;201300000259;0;7;0;0.0;2.0;6.0;10.0;A01
350;201300000259;0;2;0;0.0;2.0;1.0;1.0;B02
351;201300000260;1;7;0;0.0;1.0;2.0;1.0;A01
352;201300000261;0;7;0;0.0;1.0;3.0;1.0;A01
353;201300000262;0;17;0;0.0;1.0;1.0;1.0;A01
354;201300000263;0;7;0;0.0;2.0;1.0;1.0;B02
355;201300000263;0;7;0;0.0;2.0;1.0;5.0;A01
356;201300000264;0;7;0;6.0;0.0;3.0;1.0;A01
357;201300000265;0;7;0;0.0;2.0;8.0;2.0;A01
358;201300000265;0;1;0;0.0;2.0;7.0;2.0;B02
359;201300000266;0;7;0;0.0;0.0;1.0;1.0;B02
360;201300000266;0;7;0;0.0;0.0;4.0;24.0;C03
361;201300000266;0;7;0;0.0;2.0;1.0;10.0;A01
362;201300000267;0;7;0;0.0;2.0;1.0;15.0;A01
363;201300000267;0;2;0;0.0;2.0;8.0;1.0;B02
364;201300000268;0;36;0;0.0;0.0;0.0;1.0;A01
365;201300000269;0;14;0;0.0;2.0;1.0;1.0;A01
366;201300000269;0;1;0;0.0;2.0;8.0;15.0;B02
367;201300000270;0;7;0;2.0;0.0;1.0;1.0;A01
368;201300000271;0;7;0;2.0;2.0;3.0;1.0;A01
369;201300000271;0;21;0;0.0;2.0;3.0;1.0;B02
370;201300000272;0;3;0;6.0;0.0;1.0;1.0;A01
371;201300000273;0;7;0;0.0;2.0;3.0;1.0;B02
372;201300000273;0;14;0;0.0;2.0;1.0;1.0;C03
373;201300000273;0;7;0;0.0;2.0;2.0;17.0;A01
374;201300000274;0;21;0;0.0;2.0;4.0;15.0;B02
375;201300000274;0;10;0;0.0;2.0;1.0;17.0;A01
376;201300000275;0;10;0;0.0;2.0;1.0;1.0;A01
377;201300000275;0;7;0;0.0;2.0;7.0;1.0;B02
378;201300000276;0;30;0;4.0;0.0;1.0;15.0;A01
379;201300000277;0;17;0;0.0;2.0;6.0;2.0;A01
380;201300000277;0;31;0;0.0;2.0;1.0;2.0;B02
381;201300000278;0;7;0;0.0;2.0;6.0;19.0;A01
382;201300000278;0;7;0;0.0;2.0;1.0;1.0;B02
383;201300000279;0;10;0;0.0;1.0;2.0;1.0;A01
384;201300000280;0;10;0;0.0;2.0;1.0;1.0;A01
385;201300000280;0;7;0;0.0;2.0;7.0;19.0;B02
386;201300000281;0;10;0;0.0;2.0;3.0;13.0;A01
387;201300000281;0;7;0;0.0;2.0;3.0;1.0;B02
388;201300000282;0;2;0;0.0;2.0;1.0;19.0;A01
389;201300000282;0;15;0;0.0;2.0;5.0;1.0;B02
390;201300000283;0;7;0;5.0;0.0;1.0;13.0;A01
391;201300000284;0;34;0;0.0;0.0;2.0;1.0;A01
392;201300000285;0;7;0;0.0;2.0;7.0;1.0;B02
393;201300000285;0;7;0;0.0;2.0;1.0;1.0;A01
394;201300000286;0;7;0;2.0;0.0;1.0;1.0;A01
395;201300000287;0;15;0;0.0;2.0;3.0;1.0;B02
396;201300000287;0;10;0;0.0;2.0;2.0;19.0;A01
397;201300000288;0;7;0;0.0;2.0;3.0;1.0;A01
398;201300000288;0;7;0;0.0;2.0;3.0;1.0;B02
399;201300000289;0;7;0;0.0;1.0;1.0;1.0;A01
400;201300000292;0;15;0;0.0;2.0;4.0;2.0;A01
401;201300000292;0;10;0;0.0;2.0;1.0;2.0;B02
402;201300000293;0;33;0;0.0;2.0;1.0;0.0;B02
403;201300000293;0;10;0;0.0;2.0;3.0;15.0;A01
404;201300000294;0;7;0;6.0;0.0;1.0;1.0;A01
405;201300000295;0;10;0;0.0;2.0;1.0;1.0;B02
406;201300000295;0;10;0;0.0;2.0;1.0;13.0;A01
407;201300000296;0;2;0;0.0;2.0;1.0;19.0;B02
408;201300000296;0;7;0;0.0;2.0;7.0;1.0;A01
409;201300000297;0;7;0;2.0;0.0;6.0;1.0;A01
410;201300000298;0;7;0;13.0;0.0;1.0;1.0;A01
411;201300000299;1;7;0;0.0;1.0;3.0;1.0;A01
412;201300000300;0;7;0;0.0;1.0;2.0;2.0;A01
413;201300000301;0;7;0;0.0;2.0;8.0;5.0;B02
414;201300000301;0;10;0;0.0;2.0;3.0;5.0;C03
415;201300000301;0;7;0;0.0;2.0;3.0;1.0;A01
416;201300000302;0;7;0;6.0;0.0;1.0;1.0;A01
417;201300000303;0;7;0;2.0;0.0;1.0;13.0;A01
418;201300000304;0;7;0;0.0;2.0;9.0;13.0;A01
419;201300000304;0;7;0;0.0;2.0;8.0;1.0;B02
420;201300000305;0;7;0;0.0;2.0;1.0;1.0;A01
421;201300000305;0;7;0;0.0;2.0;1.0;13.0;B02
422;201300000306;0;10;0;8.0;1.0;2.0;13.0;A01
423;201300000307;0;7;0;2.0;0.0;2.0;17.0;A01
424;201300000308;0;7;0;0.0;2.0;1.0;13.0;A01
425;201300000308;0;15;0;0.0;2.0;8.0;1.0;B02
426;201300000309;0;14;0;0.0;2.0;3.0;1.0;A01
427;201300000309;0;7;0;0.0;2.0;1.0;13.0;B02
428;201300000310;0;7;0;0.0;2.0;1.0;13.0;A01
429;201300000310;0;21;0;0.0;2.0;4.0;13.0;B02
430;201300000311;0;33;0;0.0;2.0;1.0;13.0;A01
431;201300000311;0;14;0;0.0;2.0;2.0;1.0;B02
432;201300000312;0;33;0;8.0;0.0;1.0;11.0;A01
433;201300000313;0;7;0;0.0;2.0;1.0;1.0;B02
434;201300000313;0;7;0;0.0;2.0;8.0;19.0;A01
435;201300000314;0;15;0;0.0;2.0;1.0;1.0;A01
