;Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
16591;202000018408;30;4;2020;17:15;1;987;98715;1;1;7;1;PK 4, RT1, face Mairie de FAA'A; -17,5531730; -149,5998330
16592;202000018409;30;4;2020;22:35;5;81;81105;2;6;1;6;Route de Realmont;43,7643960;2,0075150
16593;202000018410;29;4;2020;23:15;3;91;91589;1;1;2;2;AUTOROUTE A6;48,6766500;2,3389700
16594;202000018411;29;4;2020;21:00;3;91;91235;1;1;2;7;RN 104;48,6259310;2,3555530
16595;202000018412;30;4;2020;16:21;1;93;93066;1;1;1;6;AUTOROUTE A1;48,9292900;2,3616300
16596;202000018413;30;4;2020;08:50;1;93;93053;1;1;1;3;AUTOROUTE A3;48,8856100;2,4722500
16597;202000018414;29;2;2020;11:43;1;95;95268;2;1;8;6;AV DU GENERAL DE GAULLE;48,9763000;2,3936000
16598;202000018415;30;4;2020;06:30;1;988;98818;2;4;1;3;ECHANGEUR BONAPARTE; -22,2420200;166,4574400
16599;202000018416;29;4;2020;15:35;1;69;69383;2;2;1;3;MAZENOD                             (R );45,7590590;4,8499843
16600;202000018417;26;4;2020;11:30;1;69;69384;2;3;2;6;HENON                               (R );45,7795300;4,8290300
16601;202000018418;29;4;2020;07:37;2;91;91477;2;2;2;3;GRANDE CEINTURE (BOULEVARD);48,7211500;2,2513800
16602;202000018419;29;4;2020;09:00;1;81;81004;2;6;1;3;MOISSAN (HENRI);43,9240868;2,1892512
16603;202000018420;27;4;2020;11:40;1;71;71486;2;1;1;7;Rue Rene Devillard;46,6474353;4,3617895
16604;202000018421;23;4;2020;17:56;1;68;68066;2;1;1;4;ROUFFACH (ROUTE DE);48,0616380;7,3380440
16605;202000018423;29;4;2020;10:50;1;54;54304;2;2;8;3;SAPINIERE (RUE DE LA);48,6932833;6,1281234
16606;202000018424;28;4;2020;16:40;1;31;31555;2;1;1;6;RUE SAINT ROME;43,6033140;1,4434220
16607;202000018425;28;4;2020;17:49;1;13;13210;2;3;1;3;ROMAIN ROLLAND (BOULEVARD);43,2709168;5,4083178
16608;202000018426;28;4;2020;10:00;1;75;75115;2;2;1;3;RUE LEBLANC;48,8377280;2,2751920
16609;202000018427;29;4;2020;12:50;1;75;75114;2;1;1;3;RUE REMY DUMONCEL;48,8297230;2,3319350
16610;202000018429;29;4;2020;15:25;1;94;94075;2;2;2;3; Av du Mal de Lattre de Tassigny & Rue du Lieutenant Dagorno;48,7272487;2,5309949
16611;202000018430;29;4;2020;13:40;1;47;47169;1;1;1;3;Rn 21;44,1627810;0,6176380
16612;202000018431;25;4;2020;15:45;1;49;49127;1;1;1;7;Le Tertre Neuf;47,6838270; -0,2393930
16613;202000018432;29;4;2020;17:30;2;974;97422;2;6;1;6;50 Rue du Général de Gaulle; -21,2768480;55,5214850
16614;202000018433;30;4;2020;08:30;1;83;83036;2;6;1;2;Avenue de Saint-raphaël, rond-point des collières;43,1822930;6,5386300
16615;202000018434;29;4;2020;19:00;2;58;58086;2;1;2;7;Cosne-Cours-sur-Loire;47,3992930;2,9155020
16616;202000018435;29;4;2020;15:50;1;79;79216;1;1;2;1;;46,2654110; -0,3439300
16617;202000018436;28;4;2020;15:45;1;79;79109;1;1;1;5;Route de Saint-Maxire;46,3883120; -0,4322430
16618;202000018437;30;4;2020;10:30;1;65;65025;2;1;1;6;Route du Stade;43,0055965; -0,0874722
16619;202000018438;29;4;2020;19:00;1;03;03082;1;1;8;2;Lieu Dit Bazergues;46,2620117;2,7505673
16620;202000018439;29;4;2020;10:49;1;85;85051;2;6;2;7;Rond-Point de Pierre Brune;46,6985800; -1,0434960
16621;202000018440;29;4;2020;16:00;1;72;72376;1;1;3;7;Le Creusat;47,8827000;0,5095470
16622;202000018441;29;4;2020;20:00;1;17;17106;1;1;3;6;D731;45,5526750; -0,3078530
16623;202000018443;15;2;2020;17:25;1;78;78537;1;1;1;2;A10 PK024+300;48,5524240;1,9295170
16624;202000018445;28;4;2020;18:15;2;971;97110;1;1;1;2;Chemin des Galets;16,2969710; -61,0907220
16625;202000018446;28;4;2020;21:50;5;971;97111;2;1;1;6;224 Allée Nouvelle Cité;16,3097960; -61,7917230
16626;202000018447;29;4;2020;20:45;5;77;77511;2;1;3;1;Rue de Paris - D401;49,0337530;2,6389500
16627;202000018448;29;4;2020;10:35;1;13;13004;1;1;1;7;Chemin de la Dougue;43,6570370;4,5827790
16628;202000018449;29;4;2020;19:00;1;89;89257;2;4;2;1;44 Rue du 4 Septembre;47,9679090;3,5184360
16629;202000018450;29;4;2020;22:40;5;64;64422;2;3;1;7;Rue Léo Lagrange;43,1902800; -0,6296910
16630;202000018451;29;4;2020;14:30;1;14;14328;1;1;3;6;Rue de la Paix;49,2177650; -0,2415920
16631;202000018452;30;4;2020;12:50;1;60;60139;2;2;1;1;378 Avenue de Verdun;49,1690073;2,2446866
16632;202000018454;28;4;2020;08:25;1;13;13028;1;1;2;6;A50;43,1929200;5,6518600
16633;202000018455;14;4;2020;14:20;1;54;54312;1;1;1;3;Autoroute A 31;48,9328500;6,1118500
16634;202000018456;28;4;2020;17:00;1;59;59043;1;1;1;6;AUTOROUTE A25;50,7233810;2,7379320
16635;202000018457;29;4;2020;11:00;1;94;94038;1;1;1;6;AUTOROUTE A6A;48,7759000;2,3462000
16636;202000018458;29;4;2020;18:15;1;95;95394;1;1;3;7; A115;49,0508800;2,1888100
16637;202000018461;15;2;2020;18:20;5;95;95585;2;1;1;6;VALERY (AVEUE PAUL);48,9803000;2,3733300
16638;202000018462;25;2;2020;20:15;3;31;31555;1;1;1;2;24 EMPALOT  (PERIPH OUEST A620);43,5747200;1,4403000
16639;202000018463;27;1;2020;15:25;1;92;92024;2;1;2;3;MARTRE (RUE) DE (111 A 119)   (122 A 144;48,9060030;2,3034500
16640;202000018464;28;4;2020;01:20;3;974;97407;2;1;1;6;COMPAGNIE DES INDES (BD DE LA) ; -20,9373000;55,2919000
16641;202000018465;28;4;2020;10:15;1;69;69388;2;2;2;5;BOCAGE (DU)                         (R );45,7343800;4,8661600
16642;202000018466;28;4;2020;07:49;1;972;97213;1;3;1;3;ROUTE DEPARTEMENTALE 3;14,6647560; -60,9947710
16643;202000018468;28;4;2020;11:57;1;69;69202;2;1;8;2;LIBERATION (DE LA)                  (RO);45,7287000;4,7782000
16644;202000018469;27;4;2020;22:17;5;87;87085;2;1;2;6;BERTHELOT (AVENUE);45,8366600;1,2508000
16645;202000018470;28;4;2020;12:45;1;82;82121;2;2;2;3;FORT (RUE DU);44,0198500;1,3576800
16646;202000018471;26;4;2020;17:20;1;67;67482;2;1;1;6;50 Rue du Conseil des XV;48,5896030;7,7820420
16647;202000018472;25;4;2020;19:00;1;67;67482;2;1;1;3;111 Rue du Schnokeloch;48,5735565;7,7136942
16648;202000018473;24;4;2020;14:10;1;67;67482;2;3;1;3;10 Rue Paul Reiss;48,5768090;7,7497380
16649;202000018474;28;4;2020;19:05;2;59;59343;2;1;1;6;JAURES JEAN RUE;50,5845500;3,1026000
16650;202000018475;23;1;2020;16:15;1;06;06085;2;1;1;1;Chemin de la Chapelle;43,5951940;7,0058320
16651;202000018476;24;1;2020;19:25;3;31;31004;1;1;1;6;A61;43,4385735;1,6149970
16652;202000018477;24;1;2020;07:10;2;02;02443;1;1;5;6;A4;49,0459700;3,2646560
16653;202000018478;23;1;2020;16:30;1;62;62355;1;1;1;1;1 Carrefour de l'Artois;50,3310390;2,9187050
16654;202000018480;24;1;2020;18:40;3;77;77095;1;3;5;3;D54, INTERSECTION ROUTE DE SAINT MESMES;48,9770060;2,7602080
16655;202000018481;24;1;2020;13:20;1;77;77010;1;1;1;-1;D619;48,5933359;2,9139618
16656;202000018482;17;1;2020;09:44;1;13;13110;2;6;1;6;2 Route de Saint-maximin;43,4493480;5,6894910
16657;202000018483;24;1;2020;13:15;1;03;03286;1;3;1;2;;46,5237077;3,3540820
16658;202000018484;24;1;2020;06:00;5;74;74154;2;1;1;6;rd 1005;46,4058480;6,6744090
16659;202000018485;24;1;2020;20:50;3;26;26088;1;1;1;7;Route du 45e Parallele;44,9994640;5,0959830
16660;202000018486;23;1;2020;15:00;1;60;60326;1;1;1;2;Jonquières;49,4026940;2,7303810
16661;202000018487;24;1;2020;17:20;2;59;59063;2;1;1;3;106 Rue Victor Watremez;50,1440050;3,3684210
16662;202000018488;23;1;2020;15:50;1;13;13055;1;1;1;3;A507 sens Marseille - Aubagne;43,2975100;5,4247600
16663;202000018489;8;1;2020;08:10;1;13;13015;1;1;1;2;A51-Sens Marseille vers Aix en Provence;43,4321566;5,3938065
16664;202000018490;22;1;2020;11:10;1;67;67482;1;9;1;5;Autoroute A.35;48,5902068;7,7327127
16665;202000018491;17;1;2020;17:53;3;67;67447;1;1;1;2;Autoroute A.4;48,6112299;7,7266884
16666;202000018492;23;1;2020;01:20;3;33;33162;1;1;1;6;ROCADE A 630;44,8742700; -0,6367400
16667;202000018493;21;1;2020;08:45;2;59;59507;1;1;5;4;AUTOROUTE A1;50,6066925;3,0973291
16668;202000018494;23;1;2020;18:50;3;91;91534;1;1;1;2;RN 118;48,7296000;2,1660000
16669;202000018495;23;1;2020;17:15;1;91;91534;1;1;1;3;RN 118;48,7308980;2,1722920
16670;202000018496;23;1;2020;13:25;1;91;91174;1;1;1;3;RN 104;48,6235000;2,4668000
16671;202000018497;22;1;2020;17:50;3;91;91339;1;1;1;4;RN 104;48,6273000;2,2586000
16672;202000018498;23;1;2020;17:00;1;78;78466;1;1;1;4;N118;48,9321390;1,9761470
16673;202000018499;22;1;2020;14:30;1;93;93008;1;1;1;4;AUTOROUTE A86;48,9127300;2,4368000
16674;202000018500;21;1;2020;22:10;3;93;93053;1;1;1;2;AUTOROUTE A3;48,8953000;2,4712000
16675;202000018501;21;1;2020;18:30;3;93;93010;1;1;1;2;AUTOROUTE A3;48,9090100;2,4740700
16676;202000018502;19;1;2020;21:15;3;93;93066;1;1;1;4;AUTOROUTE A86;48,9223100;2,3585800
16677;202000018503;22;1;2020;14:15;1;77;77249;1;1;1;2;RN104;48,7319138;2,6095878
16678;202000018504;22;1;2020;05:50;5;94;94052;2;1;1;6;A86.EXT;48,8344155;2,4934304
16679;202000018505;22;1;2020;03:00;5;75;75112;1;1;1;6;A4;48,8209000;2,4613000
16680;202000018506;21;1;2020;09:24;1;93;93029;2;1;7;3;AV JEAN JAURES;48,9199800;2,4507000
16681;202000018507;22;1;2020;15:30;1;976;97611;1;1;3;2;doujani-Carrière ( route de la ); -12,7973900;45,2159300
16682;202000018508;22;1;2020;14:35;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,9410379; -52,3209929
16683;202000018509;22;1;2020;09:00;1;69;69386;2;1;1;-1;TRONCHET                            (R );45,7701600;4,8509600
16684;202000018510;22;1;2020;08:00;1;69;69386;2;1;1;1;CHARMETTES (DES)                    (R );45,7686000;4,8673000
16685;202000018511;14;1;2020;06:10;2;971;97113;1;6;2;6;RN4 - SECTION RIVIERA;16,2075557; -61,4565539
16686;202000018512;22;1;2020;12:45;1;91;91377;2;6;1;6;PILEU (RUE DU);48,7297800;2,2412800
16687;202000018513;22;1;2020;16:13;1;91;91345;2;3;1;6;SOHIER LEONTINE  (RUE);48,6938400;2,2974700
16688;202000018514;22;1;2020;08:00;1;91;91103;2;1;1;2;GUYNEMER GEORGES (AVENUE);48,6053900;2,3089500
16689;202000018515;21;1;2020;09:40;1;91;91103;2;3;1;7;BOIS DE CHATRES (RUE DU);48,5970550;2,2824570
16690;202000018516;22;1;2020;17:41;2;83;83126;2;9;1;3;ANCIENS COMBATANTS D'INDOCHINE (AV DES);43,1051660;5,8561810
16691;202000018518;21;1;2020;10:35;1;78;78517;2;2;1;6;ANGIVILLER (RUE D');48,6459100;1,8210200
16692;202000018519;21;1;2020;12:35;1;78;78517;2;1;1;6;LENOTRE (RUE G.);48,6423200;1,8256400
16693;202000018520;22;1;2020;10:00;1;77;77186;1;1;1;2;RD607 de Barbizon à pavé du roi;48,3944396;2,6914070
16694;202000018521;21;1;2020;09:30;1;76;76322;2;1;1;6;DUMONT D'URVILLE. BOULEVARD;49,3999200;1,0425800
16695;202000018522;21;1;2020;22:15;5;72;72181;2;2;1;1;DIESEL RODOLPHE (RUE);47,9858600;0,2252400
16696;202000018523;21;1;2020;13:35;1;71;71306;2;1;1;3;Rue Antoine Emorine;46,6710666;4,3777876
16697;202000018524;22;1;2020;20:30;5;69;69266;2;2;1;3;TOLSTOI    (Cours);45,7627000;4,8782000
16698;202000018525;21;1;2020;17:50;5;67;67482;2;1;1;6;VOSGES (AVENUE DES);48,5884070;7,7556040
16699;202000018527;22;1;2020;13:15;1;64;64545;2;1;1;4;RD810;43,3743639; -1,6790843
16700;202000018528;22;1;2020;13:00;1;64;64102;2;1;2;7;MARINES (AVENUE DES ALLEES);43,4990000; -1,4886000
16701;202000018529;22;1;2020;07:55;5;64;64140;2;3;1;3;POLITZER (RUE GEORGES);43,5147900; -1,4859400
16702;202000018530;21;1;2020;17:00;1;63;63063;2;1;1;3;SIBONY (IMPASSE);45,8350800;3,0963800
16703;202000018531;21;1;2020;07:25;5;62;62193;2;3;1;3;ALLIES (BOULEVARD DES);50,9607500;1,8497100
16704;202000018532;22;1;2020;17:25;2;60;60159;2;1;1;6;PARIS (DE);49,4098200;2,8162500
16705;202000018533;22;1;2020;22:10;5;54;54300;2;9;9;6;GALTIER (RUE LUCIEN);48,6621484;6,2211853
16706;202000018534;22;1;2020;17:50;1;54;54547;2;3;1;6;GUINGOT (RUE LOUIS);48,6610757;6,1905801
16707;202000018536;22;1;2020;03:00;5;51;51454;2;1;1;6;31 Rue Courmeaux;49,2576873;4,0372797
16708;202000018537;22;1;2020;15:55;1;50;50218;2;3;1;3;AMERIQUES (BOULEVARD);48,8277080; -1,5789510
16709;202000018538;22;1;2020;11:55;1;50;50129;2;1;1;3;MALAKOFF (RUE);49,6399300; -1,6108900
16710;202000018539;21;1;2020;18:45;2;49;49007;2;6;1;-1;DOYENNE BOULEVARD ET PASSAGE;47,4882100; -0,5363000
16711;202000018540;21;1;2020;15:58;1;49;49007;2;1;1;5;CHATEAU D'ORGEMONT RUE ET SQU;47,4545400; -0,5475800
16712;202000018541;21;1;2020;08:00;3;49;49007;2;1;1;3;BRISSAC;47,4619200; -0,5484700
16713;202000018542;20;1;2020;12:20;1;47;47001;2;1;1;1;LECLERC (AV. DU GENERAL);44,1810200;0,6237500
16714;202000018543;19;1;2020;02:50;1;44;44162;2;1;1;6;Boulevard Salvador Allende;47,2190550; -1,6201880
16715;202000018545;22;1;2020;12:30;1;35;35238;1;1;1;4;RN 136 PORTE DE Beauregard;48,1381200; -1,7007600
16716;202000018546;22;1;2020;20:25;5;34;34172;2;2;8;6;CASTELNAU (AVENUE DE);43,6222400;3,8831100
16717;202000018547;21;1;2020;08:35;2;34;34172;2;1;2;6;BROUSSONNET (RUE AUGUSTE);43,6174400;3,8676900
16718;202000018549;22;1;2020;07:25;2;31;31069;2;2;2;4;DE GAULLE (AV DU GENERAL);43,6416800;1,3843900
16719;202000018550;22;1;2020;07:40;4;31;31555;1;1;2;6;AV ALBERT BEDOUCE;43,5797300;1,4599400
16720;202000018551;20;1;2020;16:35;1;31;31483;2;1;1;6;PASTEUR (BOULEVARD);43,1083220;0,7207670
16721;202000018553;22;1;2020;07:40;5;26;26198;2;1;1;4;JAURES (Avenue Jean);44,5512000;4,7477050
16722;202000018554;21;1;2020;17:29;5;21;21231;2;1;1;3;145 Avenue Gustave Eiffel;47,3125514;5,0093633
16723;202000018555;22;1;2020;21:40;5;13;13209;2;1;1;1;CABOT (BOULEVARD);43,2575900;5,4184300
16724;202000018556;22;1;2020;14:20;1;13;13213;2;1;1;4;BERTHE SYLVA (RUE);43,3268770;5,4195390
16725;202000018557;22;1;2020;12:50;1;13;13212;2;3;1;5;AIGUILLETTE (RUE DE L');43,3118000;5,4282000
16726;202000018558;21;1;2020;07:50;2;13;13047;1;1;1;1;Cabane Noire (Route de la);43,4820800;4,9818100
16727;202000018559;21;1;2020;09:20;1;13;13001;2;9;9;7;REPENTANCE (CH DE);43,5403300;5,4786400
16728;202000018560;20;1;2020;11:35;1;12;12174;2;1;1;1;MOULINE (AVENUE DES HAUTS DE LA);44,3413170;2,5647460
16729;202000018561;22;1;2020;15:25;1;10;10387;2;1;1;3;EMILE ZOLA (RUE);48,2963450;4,0745630
16730;202000018562;22;1;2020;08:00;1;10;10362;2;1;9;6;LAMARTINE (RUE);48,2995500;4,0492100
16731;202000018563;22;1;2020;17:10;2;06;06088;2;1;8;6;MAGNAN (BD);43,6932000;7,2426000
16732;202000018564;21;1;2020;15:40;1;06;06104;2;1;8;1;FRANCE (AVENUE DE);43,7539000;7,4465600
16733;202000018565;14;1;2020;13:30;1;06;06029;2;1;1;6;MAUBERT (RONT POINT GAL);43,5515100;7,0299300
16734;202000018566;22;1;2020;09:25;1;06;06027;2;1;1;3;VERDUN AVENUE DE;43,6600000;7,1875000
16735;202000018567;22;1;2020;20:25;5;75;75118;2;4;1;4;BD PERIPHERIQUE INTERIEUR;48,9006745;2,3649403
16736;202000018568;22;1;2020;08:35;5;75;75116;2;1;1;-1;BD PERIPHERIQUE INTERIEUR;48,8439180;2,2549170
16737;202000018569;22;1;2020;09:15;1;75;75114;2;1;1;3;BD PERIPHERIQUE INTERIEUR;48,8229480;2,3129510
16738;202000018570;22;1;2020;07:51;2;75;75108;2;1;1;3;AVENUE WINSTON CHURCHILL;48,8666909;2,3138934
16739;202000018571;22;1;2020;01:10;5;75;75117;2;2;1;6;AVENUE DES TERNES;48,8801126;2,2879404
16740;202000018572;21;1;2020;15:36;1;75;75107;2;2;1;6;BOULEVARD RASPAIL;48,8543484;2,3261095
16741;202000018573;22;1;2020;14:35;1;75;75119;2;3;1;2;AVENUE CORENTIN CARIOU;48,8951350;2,3827490
16742;202000018574;22;1;2020;18:00;5;75;75118;2;1;1;6;RUE DE LA CHAPELLE;48,8962358;2,3592791
16743;202000018575;22;1;2020;12:55;1;75;75118;2;3;1;3;RUE DE LA CHAPELLE;48,8920130;2,3598500
16744;202000018577;22;1;2020;08:45;1;75;75116;2;1;1;3;ROUTE DE SEVRES A NEUILLY;48,8541127;2,2373968
16745;202000018578;22;1;2020;04:30;5;75;75116;2;1;1;6;AVENUE DE VERSAILLES;48,8385745;2,2594667
16746;202000018579;22;1;2020;18:05;5;75;75113;2;3;1;6;BOULEVARD AUGUSTE BLANQUI;48,8296885;2,3494247
16747;202000018580;21;1;2020;11:00;1;75;75112;2;3;1;3;AVENUE DAUMESNIL;48,8402922;2,3927477
16748;202000018581;22;1;2020;16:30;1;75;75111;2;4;1;6;RUE DES BOULETS;48,8517761;2,3893279
16749;202000018582;22;1;2020;13:10;1;75;75111;2;4;1;3;AVENUE DE LA REPUBLIQUE;48,8664797;2,3681400
16750;202000018583;22;1;2020;10:30;1;75;75111;2;5;1;7;AVENUE DE LA REPUBLIQUE;48,8652864;2,3745435
16751;202000018584;21;1;2020;20:28;5;75;75108;2;2;1;6;RUE PIERRE CHARRON;48,8705200;2,3052460
16752;202000018586;22;1;2020;09:30;1;75;75107;2;3;1;1;QUAI D ORSAY;48,8626609;2,3190755
16753;202000018587;22;1;2020;14:20;1;75;75103;2;1;1;7;RUE DES ARCHIVES;48,8609702;2,3578944
16754;202000018588;21;1;2020;18:15;5;75;75101;2;3;1;4;RUE DE RIVOLI;48,8660294;2,3250475
16755;202000018589;22;1;2020;12:07;1;94;94065;2;9;1;6;PONT DES HALLES (R DU);48,7608395;2,3427290
16756;202000018590;22;1;2020;18:00;5;94;94079;2;3;1;3;GENERAL GALLIENI (RUE DU);48,8256598;2,5405208
16757;202000018591;22;1;2020;12:35;1;94;94002;2;3;1;3;JULES GUESDE (R);48,8048000;2,4167000
16758;202000018592;22;1;2020;18:00;5;93;93070;2;7;1;6;ANSELME(RUE);48,9103106;2,3342361
16759;202000018593;21;1;2020;11:15;1;93;93066;2;1;1;6;ARTS ET METIERS (AVENUE);48,9152500;2,3618300
16760;202000018594;22;1;2020;07:10;5;93;93064;2;1;1;6;TULIPIERS (ALLEE DES);48,8737589;2,4726716
16761;202000018595;22;1;2020;20:35;4;93;93015;1;1;1;6;RTE STRATEGIQUE;48,9244300;2,5647100
16762;202000018596;22;1;2020;06:20;5;93;93006;2;1;9;6;GAL DE GAULLE AV. DU;48,8639500;2,4171000
16763;202000018597;22;1;2020;17:40;2;93;93010;2;1;1;2;R JULES GUESDE;48,9035512;2,4777369
16764;202000018598;21;1;2020;12:15;1;93;93057;2;1;1;2;AV ARISTIDE BRIAND;48,9086080;2,4986296
16765;202000018599;22;1;2020;08:45;1;92;92051;2;1;1;3;GENERAL KOENIG (BOULEVARD DU);48,8812800;2,2521800
16766;202000018600;20;1;2020;20:20;3;92;92050;2;2;1;6;PONS NOEL RUE;48,9039800;2,2187200
16767;202000018602;22;1;2020;13:15;1;92;92049;2;1;1;1;PERI RUE GABRIEL N°38 A 82;48,8185643;2,3193761
16768;202000018603;20;1;2020;19:50;5;92;92036;2;2;1;6;JEAN JAURES (RUE) (2)/ PIERRE TIMBAUD (RUE) (1/45);48,9331200;2,2941300
16769;202000018604;22;1;2020;21:24;5;86;86165;1;6;9;7;D54;46,4054450;0,8919590
16770;202000018605;20;1;2020;09:15;1;08;08331;1;1;8;7;D229;49,6598870;4,9377500
16771;202000018606;22;1;2020;08:40;1;51;51262;1;1;1;4;D396;48,7067200;4,5982880
16772;202000018607;22;1;2020;10:00;1;31;31547;1;2;3;3;Route de Labastidette;43,4882530;1,2754330
16773;202000018609;22;1;2020;18:00;5;74;74267;2;1;1;7;222 Route d'Albertville;45,8814230;6,1418990
16774;202000018610;23;1;2020;06:00;3;89;89369;1;1;1;6;D143;48,2686830;3,1443640
16775;202000018611;23;1;2020;17:45;2;89;89104;1;1;9;5;D45;47,7782130;3,8419100
16776;202000018614;22;1;2020;15:15;1;44;44084;1;1;1;2;Rue de la Gaudine;47,2425610; -1,3635920
16777;202000018615;22;1;2020;17:50;5;29;29106;2;1;1;6;Rue de Quilinen;48,0861820; -4,0647750
16778;202000018616;23;1;2020;08:00;3;84;84051;1;1;1;7;D900;43,8620410;5,2843590
16779;202000018618;20;1;2020;09:35;1;58;58134;2;1;7;3;Avenue Jean Jaurés;46,9353780;3,2589700
16780;202000018619;23;1;2020;11:24;1;06;06079;2;9;1;6;Avenue du Marechal Lyautey;43,5568550;6,9521920
16781;202000018620;20;1;2020;07:35;3;14;14643;1;1;9;6;Route départementale 13;49,1790306; -0,7803932
16782;202000018621;22;1;2020;18:40;3;50;50484;1;1;1;7;D977;48,5694770; -1,0932760
16783;202000018622;23;1;2020;16:15;1;60;60407;1;1;1;1;D124;49,6504794;1,7800157
16784;202000018623;20;1;2020;16:20;1;45;45109;1;2;1;3;D2157 - D704;47,9326210;1,6707750
16785;202000018624;22;1;2020;14:30;1;18;18103;2;1;1;2;Rue d'Issoudun;47,1367090;1,8525530
16786;202000018625;22;1;2020;07:00;3;18;18065;1;1;1;6;D65;46,8325410;2,1104910
16787;202000018626;18;1;2020;00:00;3;43;43213;1;1;8;6;D500;45,2515070;4,2732950
16788;202000018627;23;1;2020;07:30;2;16;16312;2;1;1;2;Route de Mansle;45,7678927; -0,0299223
16789;202000018628;23;1;2020;16:15;1;38;38530;1;1;5;2;A43;45,6250600;5,1759500
16790;202000018629;21;1;2020;21:00;3;27;27091;1;1;1;3;A13;49,3619750;0,8569230
16791;202000018630;21;1;2020;11:04;1;27;27091;1;1;1;7;D91;49,3727610;0,8514180
16792;202000018631;22;1;2020;11:20;1;988;98814;1;1;1;3;Hnadro; -21,0035728;167,2225732
16793;202000018632;22;1;2020;20:10;3;971;97117;1;1;1;6;D123;16,3407440; -61,3829590
16794;202000018633;1;1;2020;18:00;2;971;97118;1;1;1;3;Route nationale 01;16,1947013; -61,6060495
16795;202000018634;22;1;2020;03:20;3;13;13215;2;1;2;6;A7-Sens Lyon vers Marseille;43,3764100;5,3589900
16796;202000018635;8;1;2020;12:45;1;13;13215;1;1;1;2;A7-Sens Lyon vers Marseille;43,3769375;5,3587327
16797;202000018636;4;1;2020;05:00;3;13;13215;1;1;1;3;A7-Sens Lyon vers Marseille;43,3634040;5,3607200
16798;202000018637;22;1;2020;12:45;1;94;94037;1;1;1;2;AUTOROUTE A6B;48,8096000;2,3390000
16799;202000018638;22;1;2020;08:05;1;91;91521;1;1;1;2;RN 449;48,6377700;2,3980200
16800;202000018639;22;1;2020;08:35;3;78;78466;1;1;1;3;A13;48,9314900;1,9780300
16801;202000018640;22;1;2020;07:45;3;92;92050;1;1;1;2;A86;48,9115137;2,2166923
16802;202000018641;20;1;2020;17:00;1;93;93066;1;1;1;2;AUTOROUTE A1;48,9193600;2,3575500
16803;202000018643;22;1;2020;17:15;2;94;94033;1;1;1;5;A86.EXT;48,8517600;2,4903200
16804;202000018644;22;1;2020;15:00;1;77;77294;1;1;1;2;A104;48,9705780;2,5962944
16805;202000018645;21;1;2020;21:25;5;69;69259;2;9;1;3;DOCTEUR COBLOD (DU)                 (BD);45,7016900;4,8907300
16806;202000018646;21;1;2020;13:50;1;69;69259;2;2;1;1;FRANCIS DE PRESSENSE                (AV);45,7267133;4,8624480
16807;202000018647;17;1;2020;13:40;1;69;69386;2;2;2;6;FELIX JACQUIER                      (R );45,7737088;4,8473809
16808;202000018648;16;1;2020;16:50;1;69;69152;2;1;1;6;AUGUSTE CHARLES SIMEANT             (R );45,6981500;4,8146800
16809;202000018650;21;1;2020;16:39;1;91;91645;2;1;1;6;FOCH (BOULEVARD DU MARECHAL);48,7473800;2,2706900
16810;202000018651;21;1;2020;13:00;1;91;91687;2;1;1;2;VICTOR SCHOELCHER (AVENUE);48,6576000;2,3721300
16811;202000018652;20;1;2020;06:05;5;91;91326;2;1;1;6;COUR DE FRANCE (AVENUE DE LA);48,6928800;2,3709200
16812;202000018653;21;1;2020;17:00;1;91;91201;2;1;1;3;EUGENE DELACROIX(AVENUE);48,6766610;2,4203090
16813;202000018654;20;1;2020;07:00;5;91;91657;2;2;8;3;CONCORDE (AVENUE);48,7050400;2,4214200
16814;202000018655;21;1;2020;08:50;1;91;91174;2;1;1;6;DAUPHINE (RUE DE LA);48,6019710;2,4772910
16815;202000018656;21;1;2020;07:30;5;91;91027;2;1;9;3;FRANCOIS MITTERRAND (AVENUE);48,7088400;2,3714700
16816;202000018658;21;1;2020;17:00;1;86;86133;1;1;1;2;D611/N10;46,5286080;0,2818450
16817;202000018659;21;1;2020;17:00;1;81;81004;2;1;1;2;THOMAS (AV ALBERT);43,9489000;2,1528700
16818;202000018660;20;1;2020;21:15;5;80;80021;2;2;1;3;VALLEE (RUE DE LA );49,8918000;2,3096100
16819;202000018661;20;1;2020;20:10;5;80;80021;2;3;1;3;VERDUN (RUE DE );49,8937300;2,3114400
16820;202000018663;21;1;2020;08:30;2;78;78551;2;1;1;6;VIDAL (RAYMOND);48,8973700;2,0790000
16821;202000018664;15;1;2020;20:40;5;78;78498;2;2;1;6;MALADRERIE AV DE LA;48,9204000;2,0314000
16822;202000018665;14;7;2020;17:05;1;16;16001;1;1;1;6;;46,0951270;0,7045140
16823;202000018667;14;7;2020;12:23;1;04;04053;1;3;1;5;RD 951;44,0999032;5,9482195
16824;202000018668;9;7;2020;17:50;1;85;85014;2;4;1;1;Le Pont de Bazoges;46,6594590; -0,9173740
16825;202000018669;14;7;2020;16:00;1;37;37151;1;1;1;3;295 La Vellerie;47,4491547;0,6085998
16826;202000018671;11;7;2020;10:40;1;04;04209;1;1;1;2;A 51 bretelle 23;44,2204238;5,9197946
