;Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
161;202000000181;4;ETATS UNIS (DES)                    (BD);0;;1;0;0;1;0;0;1;; -1;1;0;1;50
162;202000000182;4;;0;;1;1;0;1;0;0;1;; -1;1;6;1;30
163;202000000183;4;;0;;1;1;0;1;0;1;1;; -1;1;5;1;50
164;202000000184;3;407;0;;3;4;0;1;3;100;1;; -1;1;0;1;50
165;202000000185;9;GRIBELETTE (AVENUE DE LA);0;;1;1;0;1;0;0;2;; -1;2;9;8;50
166;202000000186;4;TRANSVAL (RUE DE);0;;-1;0;0;1;0;1;1;; -1;1;0;8;50
167;202000000187;4;STALINGRAD    (Boulevard de la Bataille ;0;;1;0;1;1;(1);(1);1;; -1;2;0;1;50
168;202000000190;1;11;0;;1;0;0;1;349;300;1;; -1;1;0;1;90
169;202000000191;3;952;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
170;202000000192;3;DODIN (AVENUE ROGER);0;;1;1;0;1;23;0;3;; -1;1;3;1;50
171;202000000193;4;CRS DU MEDOC;0;;2;4;2;1;(1);(1);1;; -1;1;5;1;50
172;202000000194;3;783;0;;1;4;0;1;54;400;2;; -1;1;0;1;70
173;202000000196;4;;0;;1;4;3;1;(1);(1);1;; -1;1;0;1;50
174;202000000197;3;4;0;A;-1;2;0;2;0;0;1;; -1;2;0;1;50
175;202000000198;3;D.5;0;;2;2;0;1;0;0;1;; -1;2;0;8;50
176;202000000199;6;;0;;-1;-1;0;1;0;0;1;; -1;1;0;1;50
177;202000000200;4;QUINET (RUE EDGARD);0;;2;1;0;1;0;0;1;; -1;1;0;1;30
178;202000000201;3;41;0;;2;2;0;1;24;100;1;; -1;1;0;1;50
179;202000000202;4;COLLE CHEMIN DE LA;0;;2;2;0;1;0;0;1;; -1;2;0;1;50
180;202000000204;4;;0;;1;4;0;1;23;300;1;; -1;1;0;1;70
181;202000000205;4;;0;;1;4;0;1;25;900;1;; -1;1;0;1;70
182;202000000207;4;;0;;-1;4;0;2;0;0;1;; -1;1;0;1;50
183;202000000208;4;;0;;2;6;0;1;0;0;1;; -1;1;0;1;50
184;202000000209;4;;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
185;202000000210;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
186;202000000211;4;;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
187;202000000213;4;;0;;-1;2;0;2;0;0;1;; -1;1;0;1;50
188;202000000214;4;;0;;-1;1;1;1;0;0;1;; -1;1;-1;5;50
189;202000000215;4;;0;;2;3;0;1;0;0;3;; -1;1;0;1;50
190;202000000216;4;;0;;2;4;1;1;0;0;1;; -1;1;-1;5;30
191;202000000217;3;155;0;;2;5;3;1;(1);(1);1;; -1;1;6;6;30
192;202000000218;3;127;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
193;202000000219;4;BEL AIR (R);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
194;202000000220;3;QUEUE EN BRIE (RTE DE LA);0;;1;1;0;1;(1);(1);2;; -1;1;0;1;50
195;202000000221;2;19;0;;3;2;0;1;(1);(1);1;; -1;1;0;1;50
196;202000000222;3;MAXIME GORKI (BOULEVARD) DES N°1 AU 87;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
197;202000000223;3;970;0;;2;2;0;1;0;1;1;; -1;1;0;1;30
198;202000000224;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
199;202000000225;3;7;0;;2;2;1;1;0;0;1;; -1;1;0;5;30
200;202000000226;3;992;0;;2;4;0;2;0;0;1;; -1;2;0;1;50
201;202000000227;3;75;0;;1;2;0;1;0;0;1;; -1;1;0;1;30
202;202000000228;3;920;0;;3;6;1;3;0;0;1;; -1;2;0;1;50
203;202000000230;3;15;0;;2;2;0;1;25;100;1;; -1;1;8;1;50
204;202000000231;2;147;0;;2;2;0;1;6;0;1;; -1;1;0;1;80
205;202000000232;2;171;-1;;3;2;0;1;84;0;1;; -1;1;0;1;90
206;202000000233;3;15;0;;2;2;0;2;11;100;1;; -1;1;0;1;80
207;202000000234;3;37;0;;3;2;0;1;4;500;1;; -1;1;0;1;50
208;202000000235;3;1;-1;;2;2;0;1;17;500;1;; -1;1;0;1;80
209;202000000236;3;922;-1;;3;2;0;3;45;200;1;; -1;1;0;1;80
210;202000000237;3;215;0;D;2;2;0;2;8;0;1;; -1;8;0;1;50
211;202000000238;3;48;0;;2;2;0;2;1;500;2;; -1;2;0;1;90
212;202000000239;3;33;0;;2;2;0;2;2;230;3;; -1;2;0;3;80
213;202000000240;3;774;-1;;2;2;0;1;16;800;1;; -1;1;0;1;80
214;202000000241;3;49;-1;;2;1;0;2;14;890;1;; -1;1;0;1;80
215;202000000242;3;920;-1;;2;2;0;2;0;250;2;; -1;1;0;1;50
216;202000000243;4;Avenue du Truc Vert;0;;2;2;2;1;(1);(1);2;; -1;2;0;5;50
217;202000000244;3;955;-1;;2;2;0;1;46;816;2;; -1;1;0;1;50
218;202000000245;3;710;-1;;2;2;0;1;3;800;3;; -1;1;0;8;50
219;202000000246;3;38;-1;;2;2;0;3;22;(1);3;; -1;2;0;1;80
220;202000000248;3;909;0;;2;2;0;1;44;0;1;; -1;1;0;3;90
221;202000000249;3;145;-1;;2;2;0;1;5;950;1;; -1;1;0;1;-1
222;202000000250;3;43;-1;;2;2;0;2;2;5;3;; -1;2;0;3;80
223;202000000251;3;3;-1;;2;2;0;1;51;800;1;; -1;1;0;1;50
224;202000000252;3;908;-1;;2;2;0;1;27;600;3;; -1;2;9;3;90
225;202000000253;3;72;-1;;2;1;0;1;4;600;1;; -1;2;0;1;50
226;202000000254;3;21;0;;2;2;0;1;19;700;1;; -1;1;0;8;50
227;202000000255;3;44;-1;;2;2;0;1;30;800;1;; -1;1;5;1;50
228;202000000256;3;85;0;;2;2;0;2;3;900;1;; -1;1;0;1;50
229;202000000257;3;28;0;D;2;2;0;1;4;100;4;; -1;1;0;1;80
230;202000000258;3;D960;-1;;2;2;0;1;19;400;2;; -1;1;0;3;80
231;202000000259;3;3;0;;2;2;0;2;3;966;1;; -1;1;0;3;80
232;202000000260;2;4;0;N;3;4;0;2;7;400;1;; -1;1;2;3;110
233;202000000261;3;603;-1;;2;2;0;1;19;500;1;; -1;1;5;1;80
234;202000000262;3;906;0;;2;2;0;1;16;400;1;; -1;2;0;1;90
235;202000000263;4;5;-1;;2;2;0;1;(1);(1);4;; -1;1;0;3;80
236;202000000264;3;20;0;;2;2;0;1;5;950;1;; -1;1;0;1;80
237;202000000265;4;;-1;;1;1;0;2;(1);(1);1;; -1;1;0;1;50
238;202000000266;3;D675;-1;;2;2;0;1;31;875;1;; -1;1;0;1;50
239;202000000267;4;3;0;;2;2;0;2;0;350;2;; -1;1;0;1;80
240;202000000269;1;87;0;A;3;4;3;1;32;150;1;; -1;1;0;3;110
241;202000000270;1;89;-1;;1;4;0;1;534;700;2;; -1;2;0;1;110
242;202000000271;2;4;0;;2;2;0;3;3;500;3;; -1;1;0;1;80
243;202000000273;3;1091;0;;2;2;0;1;42;800;3;; -1;1;0;3;80
244;202000000274;4;;-1;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
245;202000000275;4;1;0;V;2;2;0;1;0;0;1;; -1;1;0;1;50
246;202000000276;2;5;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
247;202000000277;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;8;50
248;202000000278;4;2;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
249;202000000279;3;43;-1;;2;2;0;1;0;770;1;; -1;1;0;1;80
250;202000000280;3;98;0;A;1;1;0;1;58;600;1;; -1;1;0;1;70
251;202000000281;3;570;-1;D;2;2;0;1;14;5;1;; -1;1;5;1;80
252;202000000282;3;38;0;D;2;2;0;1;12;300;1;; -1;1;0;1;70
253;202000000283;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
254;202000000284;3;953;0;;2;2;0;1;10;2;1;; -1;1;9;1;50
255;202000000285;3;101;-1;;2;1;0;1;64;525;1;; -1;1;0;4;50
256;202000000286;3;519;0;;2;2;0;1;6;700;1;; -1;1;0;3;80
257;202000000288;3;16;0;E;2;2;3;1;(1);(1);1;; -1;2;4;6;30
258;202000000289;3;15;0;;2;2;0;1;21;16;1;; -1;1;0;1;80
259;202000000290;4;206;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
260;202000000292;3;60;-1;;2;2;0;1;4;200;1;; -1;1;9;1;50
261;202000000294;3;57;0;;2;2;0;1;9;350;2;; -1;9;0;3;50
262;202000000295;3;121;0;;2;2;0;1;7;800;1;; -1;1;0;1;50
263;202000000297;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
264;202000000298;1;507;0;;1;3;0;3;5;0;1;; -1;2;0;1;50
265;202000000299;1;A47;0;;3;4;0;1;24;200;1;; -1;2;0;1;90
266;202000000300;3;RD 444;0;;2;2;0;2;1;628;3;; -1;1;0;3;70
267;202000000301;4;PAYS-BAS (AVENUE DES);0;;3;2;2;1;(1);(1);1;; -1;1;0;5;50
268;202000000302;2;N89;0;;3;4;0;1;48;680;1;; -1;1;0;1;90
269;202000000303;4;Avenue du Bourgailh;0;;2;7;2;1;(1);(1);1;; -1;1;5;1;50
270;202000000304;6;VOIE PARKING;0;;-1;0;0;1;(1);(1);1;; -1;1;0;8;20
271;202000000305;3;113;0;;2;3;0;1;4;750;1;; -1;1;0;1;50
272;202000000306;4;CURIE PIERRE (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
273;202000000307;4;SAINT THIBAULT (RUE);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
274;202000000308;3;PLANCHAT (PLACE);0;;2;2;3;1;1;0;1;; -1;1;9;6;30
275;202000000309;4;STADE   RUE DU;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
276;202000000310;4;SARTRE   AVENUE JEAN-PAUL;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
277;202000000312;4;;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
278;202000000313;4;VALBARELLE (CHEMIN DE LA);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
279;202000000314;7;;0;;2;1;0;1;0;0;1;;3,5;1;0;1;50
280;202000000315;4;HUGO (QUAI ET PASSERELLE VICTOR);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
281;202000000316;3;RD 6113;0;;2;2;0;1;0;0;2;; -1;1;0;1;80
282;202000000317;4;;0;;1;1;0;2;0;100;3;; -1;1;0;1;70
283;202000000318;4;;0;;2;4;0;4;0;0;1;; -1;1;0;1;50
284;202000000320;4;;0;;3;4;0;1;0;0;1;; -1;1;0;1;50
285;202000000321;4;;0;;-1;4;0;2;(1);0;1;; -1;1;0;1;50
286;202000000322;4;;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
287;202000000323;4;;0;;2;3;3;1;0;0;1;; -1;1;-1;6;50
288;202000000324;4;;0;;1;2;0;1;0;0;1;; -1;1;0;1;50
289;202000000325;4;;0;;-1;3;1;1;0;0;1;; -1;1;-1;5;50
290;202000000326;4;;0;;3;2;0;1;0;0;1;; -1;1;0;1;50
291;202000000327;4;;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
292;202000000328;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
293;202000000330;4;;0;;3;8;0;1;34;0;1;; -1;1;0;1;70
294;202000000331;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
295;202000000332;4;;0;;1;2;0;1;(1);0;1;; -1;1;0;1;50
296;202000000333;4;;0;;1;2;0;2;(1);0;1;; -1;1;0;1;30
297;202000000334;4;;0;;1;3;1;1;0;0;1;; -1;1;-1;5;50
298;202000000335;4;;0;;2;6;0;1;0;0;1;; -1;1;0;1;50
299;202000000336;4;;0;;1;4;0;1;0;0;1;; -1;1;0;1;50
300;202000000337;4;GEORGES MEDERIC (R);0;;2;3;0;1;0;1;1;; -1;1;0;1;50
301;202000000338;4;METALLURGIE (AVENUE);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
302;202000000339;3;902;0;;-1;-1;0;1;0;1;1;; -1;1;9;8;10
303;202000000340;4;GRANDS PECHERS (RUE DES);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
304;202000000341;3;37;0;;2;2;0;1;1;0;1;; -1;1;0;8;50
305;202000000342;3;WILSON (AV. DU PRESIDENT) 62 A 129;0;;1;1;0;1;0;1;1;; -1;1;5;1;30
306;202000000343;3;115;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
307;202000000344;3;44;0;;3;4;0;1;0;1;1;; -1;1;0;1;50
308;202000000345;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
309;202000000346;3;986;0;;-1;2;0;1;0;0;1;; -1;1;0;1;30
310;202000000347;4;CHARLES DE GAULLE (AV) ;0;;1;4;0;1;0;0;1;; -1;1;0;1;50
311;202000000349;3;612;-1;;2;2;0;1;64;876;1;; -1;1;0;1;50
312;202000000350;3;4;0;;2;2;0;1;9;0;1;; -1;1;0;1;80
313;202000000351;3;100;-1;;2;2;0;1;10;830;2;; -1;1;0;1;50
314;202000000352;4;;0;;2;2;0;1;(1);(1);1;; -1;1;5;3;50
315;202000000353;3;0;0;F;2;2;0;1;50;6;1;; -1;1;0;8;50
316;202000000354;3;128;-1;;2;2;0;2;7;200;1;;7;1;0;1;80
