;Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
0;201700000001;3;39;;;2.0;2.0;;;2.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
1;201700000002;3;39;;;2.0;2.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
2;201700000003;3;39;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
3;201700000004;3;39;;D;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
4;201700000005;3;39;;;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
5;201700000006;3;41;;C;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
6;201700000008;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
7;201700000009;3;41;;C;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;99.0
8;201700000010;2;41;;;3.0;4.0;;;0.0;1.0;0.0;0.0;20.0;1.0;;;
9;201700000011;3;641;;;2.0;2.0;;;2.0;1.0;0.0;0.0;10.0;1.0;;;
10;201700000013;3;22;;;2.0;2.0;;;0.0;1.0;0.0;0.0;20.0;1.0;;;
11;201700000014;3;145;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;99.0
12;201700000015;3;19;;;2.0;2.0;;;1.0;1.0;3.0;0.0;0.0;7.0;0.0;1.0;99.0
13;201700000016;3;655;;;2.0;2.0;2.0;620.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
14;201700000017;3;19;;;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
15;201700000018;3;549;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
16;201700000019;3;54;;;2.0;2.0;;;0.0;1.0;0.0;0.0;15.0;1.0;;;
17;201700000020;3;54;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
18;201700000021;3;549;;;2.0;2.0;;;0.0;1.0;0.0;9.0;10.0;1.0;;;
19;201700000022;3;94;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
20;201700000023;3;54;;A;2.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;66.0;1.0;0.0;1.0;99.0
21;201700000024;3;943;;D;2.0;2.0;;;0.0;4.0;2.0;0.0;61.0;1.0;0.0;3.0;99.0
22;201700000025;3;943;;B;2.0;2.0;6.0;22.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;99.0
23;201700000026;3;53;;;2.0;2.0;4.0;605.0;0.0;1.0;0.0;0.0;10.0;1.0;;;
24;201700000027;3;916;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;99.0
25;201700000028;4;;;;;;;;;;;;;;;;
26;201700000029;3;943;;;2.0;2.0;;;0.0;1.0;2.0;0.0;61.0;1.0;0.0;3.0;99.0
27;201700000032;3;943;;;2.0;2.0;;;0.0;1.0;1.0;0.0;77.0;1.0;0.0;1.0;99.0
28;201700000033;3;138;;;2.0;2.0;15.0;800.0;0.0;1.0;2.0;0.0;65.0;1.0;0.0;1.0;99.0
29;201700000034;3;947;;;2.0;2.0;13.0;900.0;0.0;1.0;3.0;0.0;69.0;2.0;0.0;1.0;99.0
30;201700000035;3;318;;;2.0;2.0;6.0;120.0;0.0;2.0;3.0;0.0;60.0;1.0;0.0;1.0;99.0
31;201700000036;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
32;201700000037;3;18;;;2.0;2.0;;;0.0;2.0;4.0;0.0;0.0;1.0;0.0;1.0;99.0
33;201700000038;4;;;;;;;;;;;;;;;;
34;201700000039;3;318;;;2.0;2.0;;;0.0;2.0;3.0;0.0;0.0;2.0;0.0;3.0;99.0
35;201700000040;3;122;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;99.0
36;201700000041;3;18;;;1.0;1.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
37;201700000042;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
38;201700000043;3;18;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0
39;201700000044;3;38;;;2.0;2.0;31.0;152.0;0.0;1.0;0.0;7.0;610.0;1.0;;;
40;201700000045;3;2945;;;2.0;2.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
41;201700000046;3;945;;;2.0;2.0;6.0;120.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;99.0
42;201700000047;3;322;;;2.0;2.0;;;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
43;201700000048;3;946;;;2.0;2.0;;;0.0;1.0;3.0;0.0;64.0;2.0;0.0;3.0;99.0
44;201700000049;4;0;;;2.0;2.0;;;0.0;2.0;1.0;0.0;0.0;7.0;0.0;3.0;99.0
45;201700000050;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
46;201700000051;3;946;;;2.0;2.0;6.0;250.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
47;201700000052;3;122;;;;;;;;;;;;;;;
48;201700000053;3;916;;;2.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
49;201700000054;3;122;;;2.0;2.0;19.0;500.0;0.0;1.0;1.0;0.0;75.0;2.0;0.0;1.0;99.0
50;201700000055;3;90;;;2.0;2.0;8.0;600.0;2.0;1.0;0.0;7.0;510.0;1.0;5.0;1.0;99.0
51;201700000056;3;93;;;2.0;2.0;;;0.0;1.0;0.0;5.0;510.0;1.0;;;
52;201700000058;3;941;;;2.0;2.0;40.0;;1.0;1.0;0.0;0.0;10.0;0.0;;;
53;201700000059;3;90;;;2.0;2.0;;;0.0;2.0;0.0;6.0;10.0;3.0;;;
54;201700000060;3;90;;;2.0;2.0;;;1.0;1.0;0.0;0.0;60.0;2.0;0.0;3.0;99.0
55;201700000061;3;941;;;2.0;2.0;;;1.0;1.0;1.0;;;1.0;0.0;1.0;0.0
56;201700000062;3;90;;d;2.0;2.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
57;201700000064;3;955;;;2.0;2.0;;;2.0;1.0;0.0;0.0;81.0;1.0;0.0;0.0;99.0
58;201700000065;3;955;;;2.0;2.0;;;0.0;1.0;0.0;6.0;910.0;1.0;;;
59;201700000066;3;145;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;4.0;;;
60;201700000068;3;955;;;2.0;2.0;55.0;500.0;0.0;1.0;1.0;;;1.0;0.0;1.0;0.0
61;201700000069;3;945;;;2.0;2.0;19.0;200.0;2.0;1.0;1.0;0.0;133.0;2.0;0.0;1.0;99.0
62;201700000070;3;36;;A;2.0;2.0;5.0;7.0;0.0;1.0;1.0;0.0;56.0;2.0;0.0;1.0;3.0
63;201700000071;3;7;;;2.0;2.0;12.0;50.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;3.0;99.0
64;201700000072;3;57;;;2.0;2.0;;;0.0;1.0;1.0;70.0;0.0;2.0;0.0;1.0;99.0
65;201700000073;3;945;;;2.0;2.0;26.0;638.0;2.0;1.0;1.0;0.0;96.0;1.0;0.0;1.0;99.0
66;201700000074;3;36;;;2.0;2.0;9.0;500.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;3.0;99.0
67;201700000075;3;257;;;2.0;2.0;2.0;500.0;1.0;1.0;1.0;0.0;70.0;1.0;0.0;3.0;99.0
68;201700000076;3;945;;;2.0;2.0;;;0.0;1.0;1.0;0.0;99.0;1.0;0.0;1.0;99.0
69;201700000077;3;945;;;4.0;1.0;;;0.0;1.0;0.0;0.0;15.0;1.0;;;
70;201700000078;3;945;;;2.0;2.0;25.0;200.0;0.0;4.0;0.0;0.0;10.0;1.0;;;
71;201700000079;3;958;;;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
72;201700000080;3;74;;;2.0;2.0;;;0.0;1.0;3.0;0.0;65.0;1.0;0.0;3.0;99.0
73;201700000081;4;;;;;;;;;;;;;;;;
74;201700000082;9;0;;;0.0;2.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;99.0
75;201700000083;3;449;;D;2.0;2.0;0.0;0.0;0.0;1.0;;0.0;60.0;1.0;0.0;1.0;99.0
76;201700000084;3;88;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
77;201700000085;4;955;;;2.0;2.0;;;0.0;1.0;0.0;6.0;20.0;1.0;;;
78;201700000086;3;49;;;2.0;2.0;;;0.0;2.0;3.0;0.0;60.0;1.0;0.0;4.0;99.0
79;201700000087;3;104;;;2.0;2.0;1.0;315.0;0.0;1.0;0.0;0.0;45.0;3.0;;;
80;201700000088;3;104;;;2.0;2.0;1.0;315.0;0.0;1.0;0.0;0.0;45.0;1.0;;;
81;201700000089;4;0;;;2.0;2.0;;;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
82;201700000090;3;962;;;2.0;2.0;6.0;800.0;0.0;1.0;1.0;0.0;115.0;1.0;0.0;1.0;99.0
83;201700000091;9;0;;;1.0;1.0;;;0.0;2.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0
84;201700000092;4;0;;;2.0;2.0;;;0.0;4.0;0.0;0.0;15.0;1.0;;;
85;201700000093;3;965;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
86;201700000094;3;33;;;2.0;2.0;18.0;780.0;0.0;1.0;2.0;0.0;60.0;1.0;0.0;1.0;99.0
87;201700000097;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;99.0
88;201700000098;4;0;;;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;35.0;2.0;5.0;1.0;99.0
89;201700000099;9;0;;;0.0;2.0;;;0.0;1.0;0.0;0.0;15.0;1.0;;;
90;201700000100;3;963;;;2.0;2.0;;;0.0;2.0;1.0;0.0;69.0;1.0;0.0;3.0;3.0
91;201700000101;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;56.0;1.0;0.0;1.0;99.0
92;201700000102;4;0;;;1.0;2.0;;;0.0;1.0;2.0;0.0;70.0;1.0;0.0;3.0;99.0
93;201700000103;3;83;;;2.0;2.0;;;0.0;1.0;1.0;0.0;61.0;1.0;0.0;3.0;99.0
94;201700000104;3;156;;;2.0;2.0;;;0.0;2.0;0.0;0.0;20.0;1.0;;;
95;201700000105;3;42;;;2.0;2.0;4.0;490.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;3.0;99.0
96;201700000106;3;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
97;201700000108;4;25;;;2.0;1.0;;;0.0;2.0;0.0;0.0;10.0;1.0;;;
98;201700000109;3;98;;;2.0;2.0;;;0.0;2.0;2.0;0.0;0.0;2.0;0.0;3.0;99.0
99;201700000110;3;21;;;2.0;2.0;;;0.0;1.0;0.0;0.0;20.0;1.0;;;
100;201700000111;4;0;;;2.0;2.0;;;0.0;2.0;0.0;0.0;15.0;1.0;;;
101;201700000113;3;86;;;2.0;2.0;20.0;684.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;1.0;99.0
102;201700000115;3;643;;;2.0;2.0;;;1.0;1.0;0.0;0.0;15.0;0.0;;;
103;201700000116;3;643;;;2.0;2.0;22.0;612.0;0.0;1.0;0.0;0.0;10.0;1.0;;;
104;201700000117;4;;;;;;;;;;;;;;;;
105;201700000118;3;74;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
106;201700000119;3;16;;A;2.0;2.0;0.0;206.0;0.0;1.0;0.0;0.0;10.0;1.0;;;
107;201700000120;3;16;;;2.0;2.0;26.0;900.0;0.0;2.0;0.0;0.0;10.0;1.0;;;
108;201700000121;3;45;;;2.0;2.0;15.0;247.0;0.0;1.0;1.0;35.0;0.0;2.0;0.0;1.0;99.0
109;201700000123;3;16;;;3.0;2.0;26.0;133.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
110;201700000124;4;0;;;2.0;2.0;;;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
111;201700000127;3;88;;;2.0;2.0;18.0;780.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;3.0;99.0
112;201700000128;3;71;;;2.0;2.0;;;0.0;1.0;2.0;0.0;61.0;1.0;0.0;3.0;99.0
113;201700000129;3;630;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
114;201700000130;3;142;;;2.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;5.0;1.0;99.0
115;201700000131;3;103;;;2.0;2.0;2.0;734.0;0.0;2.0;2.0;0.0;67.0;1.0;0.0;3.0;99.0
116;201700000132;3;103;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;4.0;;;
117;201700000133;3;644;;;2.0;2.0;5.0;440.0;1.0;4.0;1.0;0.0;104.0;1.0;0.0;1.0;99.0
118;201700000134;3;29;;;2.0;2.0;11.0;850.0;0.0;2.0;4.0;0.0;60.0;1.0;0.0;3.0;99.0
119;201700000136;3;958;;;2.0;2.0;9.0;200.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
120;201700000137;3;955;;;2.0;2.0;9.0;687.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;4.0;99.0
121;201700000138;3;942;;;2.0;2.0;19.0;660.0;0.0;2.0;0.0;6.0;10.0;1.0;;;
122;201700000139;3;43;;;;;;;;;;;;;;;
123;201700000140;3;46;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
124;201700000141;3;942;;;;;;;;;;;;;;;
125;201700000142;3;148;;;2.0;2.0;;;0.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;3.0
126;201700000143;4;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
127;201700000144;3;621;;;2.0;4.0;;;0.0;1.0;0.0;8.0;15.0;1.0;;;
128;201700000145;3;135;;;2.0;2.0;;;0.0;1.0;0.0;0.0;70.0;1.0;;;
129;201700000146;3;30;;;;;;;;;;;;;;;
130;201700000147;3;938;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;99.0
131;201700000148;3;0;;;2.0;2.0;;;0.0;1.0;3.0;0.0;0.0;1.0;0.0;3.0;99.0
132;201700000149;3;127;;;2.0;2.0;;;0.0;1.0;0.0;0.0;15.0;3.0;;;
133;201700000150;3;938;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
134;201700000151;3;938;;;2.0;2.0;;;0.0;1.0;0.0;0.0;20.0;1.0;;;
135;201700000152;3;159;;;2.0;2.0;;;0.0;1.0;0.0;5.0;25.0;4.0;;;
136;201700000153;3;2649;;;2.0;2.0;;;0.0;1.0;3.0;20.0;100.0;1.0;0.0;1.0;99.0
137;201700000154;3;932;;;;;;;;;;;;;;;
138;201700000155;3;942;;;2.0;2.0;;;0.0;1.0;0.0;0.0;50.0;9.0;0.0;3.0;99.0
139;201700000156;3;159;;;2.0;2.0;;;0.0;1.0;2.0;0.0;50.0;1.0;0.0;3.0;99.0
140;201700000157;3;2649;;;2.0;2.0;;;0.0;1.0;1.0;0.0;60.0;1.0;0.0;4.0;99.0
141;201700000158;3;154;;;;;;;;;;;;;;;
142;201700000159;3;117;;;2.0;2.0;7.0;396.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;99.0
143;201700000161;3;117;;;;;;;;;;;;;;;
144;201700000162;3;129;;;2.0;2.0;2.0;225.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
145;201700000163;3;932;;D;2.0;2.0;28.0;290.0;0.0;1.0;0.0;0.0;10.0;1.0;;;
146;201700000164;6;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
147;201700000165;3;934;;;2.0;2.0;;;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;99.0
148;201700000166;3;939;;;3.0;4.0;168.0;700.0;0.0;1.0;1.0;20.0;72.0;1.0;0.0;1.0;99.0
149;201700000167;1;16;;;3.0;1.0;59.0;300.0;0.0;1.0;1.0;5.0;70.0;2.0;0.0;1.0;99.0
150;201700000168;1;16;;;3.0;4.0;54.0;900.0;0.0;2.0;1.0;5.0;70.0;1.0;0.0;1.0;99.0
151;201700000169;1;16;;;1.0;4.0;55.0;900.0;0.0;2.0;0.0;505.0;10.0;1.0;;;
152;201700000170;1;16;;;2.0;2.0;55.0;200.0;0.0;2.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
153;201700000172;1;16;;;3.0;4.0;60.0;100.0;0.0;2.0;1.0;8.0;70.0;9.0;0.0;1.0;99.0
154;201700000173;3;33;;;2.0;2.0;;;0.0;2.0;0.0;0.0;70.0;1.0;;;
155;201700000174;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;59.0;2.0;0.0;3.0;99.0
156;201700000175;3;51;;;2.0;2.0;;;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
157;201700000176;2;17;;;3.0;4.0;36.0;150.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
158;201700000177;3;51;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
159;201700000178;4;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
160;201700000180;3;950;;;1.0;4.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;99.0
161;201700000181;3;46;;E;2.0;2.0;;;0.0;1.0;1.0;0.0;45.0;1.0;1.0;1.0;99.0
162;201700000182;3;46;;;2.0;2.0;2.0;900.0;0.0;1.0;1.0;0.0;60.0;2.0;0.0;1.0;99.0
163;201700000183;3;950;;;1.0;2.0;12.0;100.0;0.0;1.0;0.0;8.0;10.0;1.0;;;
164;201700000184;3;46;;;2.0;2.0;3.0;100.0;0.0;1.0;1.0;0.0;90.0;1.0;0.0;0.0;99.0
165;201700000185;3;940;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
166;201700000187;3;238;;;2.0;2.0;11.0;800.0;0.0;2.0;0.0;0.0;10.0;1.0;;;
167;201700000188;3;113;;;2.0;2.0;40.0;950.0;0.0;2.0;1.0;0.0;73.0;2.0;0.0;1.0;99.0
168;201700000189;3;940;;;2.0;2.0;;;0.0;3.0;0.0;0.0;15.0;1.0;;;
169;201700000190;4;;;;2.0;2.0;;;;;;;;1.0;;1.0;
170;201700000191;3;236;;E;2.0;2.0;;;0.0;2.0;3.0;0.0;0.0;7.0;0.0;1.0;99.0
171;201700000192;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;65.0;2.0;0.0;1.0;3.0
172;201700000193;3;939;;;2.0;2.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;4.0;99.0
173;201700000194;3;148;;e;2.0;2.0;52.0;9.0;0.0;2.0;1.0;0.0;50.0;1.0;2.0;3.0;99.0
174;201700000195;3;148;;;2.0;2.0;;;0.0;2.0;2.0;90.0;100.0;1.0;0.0;3.0;99.0
175;201700000196;3;940;;;2.0;2.0;;;1.0;1.0;0.0;0.0;10.0;1.0;;;
176;201700000197;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
177;201700000198;4;;;;;;;;;;;;;;;1.0;
178;201700000199;3;157;;;2.0;1.0;;;0.0;1.0;0.0;0.0;25.0;1.0;;1.0;
179;201700000200;9;0;;;1.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0
180;201700000201;4;0;;;0.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;99.0
181;201700000202;3;197;;;2.0;2.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
182;201700000203;3;130;;;2.0;2.0;50.0;200.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
183;201700000204;4;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
184;201700000205;3;194;;;2.0;2.0;;;0.0;1.0;0.0;7.0;15.0;1.0;;;
185;201700000206;3;943;;;0.0;1.0;;;0.0;1.0;0.0;7.0;20.0;1.0;;;
186;201700000207;3;157;;;0.0;2.0;;;0.0;1.0;0.0;0.0;59.0;1.0;0.0;3.0;99.0
187;201700000209;6;0;;;0.0;;;;0.0;1.0;0.0;0.0;10.0;0.0;;;
188;201700000210;4;;;;;;;;;;;;;;;1.0;
189;201700000211;3;54;;E;2.0;2.0;1.0;100.0;0.0;1.0;3.0;0.0;50.0;1.0;0.0;1.0;99.0
190;201700000212;3;102;;;2.0;2.0;5.0;450.0;0.0;3.0;1.0;0.0;63.0;1.0;0.0;1.0;99.0
191;201700000213;3;3;;;2.0;2.0;;;1.0;1.0;0.0;6.0;15.0;1.0;;;
192;201700000214;3;3;;;2.0;2.0;;;0.0;1.0;1.0;0.0;45.0;1.0;0.0;1.0;99.0
193;201700000215;3;48;;;3.0;2.0;;;0.0;1.0;0.0;5.0;10.0;1.0;;;
194;201700000216;3;48;;D;2.0;2.0;11.0;500.0;0.0;1.0;;0.0;90.0;2.0;5.0;1.0;99.0
195;201700000217;3;20;;;2.0;2.0;6.0;325.0;0.0;1.0;0.0;0.0;20.0;1.0;0.0;1.0;0.0
196;201700000218;3;929;;;2.0;2.0;29.0;200.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;99.0
197;201700000220;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
198;201700000221;4;0;;;2.0;2.0;;;0.0;1.0;0.0;7.0;10.0;1.0;;;
199;201700000222;3;4929;;D;2.0;2.0;;;0.0;1.0;0.0;6.0;10.0;1.0;;;
200;201700000224;3;966;;;2.0;2.0;25.0;0.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;3.0;99.0
201;201700000225;3;86;;;2.0;2.0;19.0;500.0;0.0;2.0;2.0;0.0;82.0;1.0;0.0;3.0;99.0
202;201700000226;4;;;;2.0;2.0;;;;;;;;;0.0;1.0;99.0
203;201700000227;3;1003;;;2.0;2.0;9.0;500.0;0.0;3.0;0.0;6.0;10.0;1.0;0.0;1.0;99.0
204;201700000228;3;15;;;2.0;2.0;26.0;15.0;0.0;1.0;1.0;0.0;67.0;1.0;0.0;3.0;99.0
205;201700000229;3;863;;;2.0;2.0;11.0;300.0;0.0;2.0;0.0;0.0;47.0;6.0;0.0;3.0;99.0
206;201700000230;3;1003;;;2.0;2.0;8.0;0.0;0.0;1.0;3.0;0.0;67.0;1.0;0.0;0.0;99.0
207;201700000231;3;61;;;2.0;2.0;1.0;800.0;0.0;1.0;1.0;0.0;31.0;2.0;0.0;1.0;99.0
208;201700000232;3;11;;D;2.0;2.0;28.0;700.0;0.0;1.0;1.0;0.0;62.0;1.0;0.0;1.0;99.0
209;201700000233;4;;;;2.0;1.0;;;0.0;2.0;0.0;8.0;410.0;1.0;;;
210;201700000234;3;29;;;2.0;2.0;25.0;940.0;0.0;1.0;0.0;0.0;10.0;1.0;0.0;1.0;99.0
211;201700000235;3;31;;;2.0;2.0;60.0;990.0;0.0;1.0;0.0;6.0;220.0;1.0;0.0;1.0;99.0
212;201700000236;3;1043;;;2.0;2.0;11.0;451.0;0.0;1.0;0.0;20.0;10.0;1.0;;;
213;201700000237;3;1043;;;2.0;2.0;6.0;0.0;0.0;1.0;0.0;8.0;10.0;3.0;0.0;1.0;99.0
214;201700000238;3;963;;;2.0;2.0;0.0;850.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
215;201700000239;3;963;;;2.0;2.0;13.0;200.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
216;201700000240;4;;;;2.0;2.0;;;0.0;2.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
217;201700000241;3;31;;;2.0;2.0;73.0;0.0;0.0;1.0;0.0;0.0;250.0;1.0;0.0;3.0;99.0
218;201700000242;4;;;;2.0;2.0;;;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
219;201700000243;3;1043;;;2.0;2.0;19.0;765.0;0.0;2.0;2.0;0.0;70.0;1.0;0.0;3.0;99.0
220;201700000244;3;753;;;2.0;2.0;7.0;0.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;3.0;99.0
221;201700000245;3;1043;;;2.0;2.0;;;0.0;1.0;3.0;55.0;55.0;1.0;0.0;1.0;99.0
222;201700000246;3;1043;;;2.0;2.0;11.0;433.0;0.0;1.0;0.0;13.0;315.0;1.0;0.0;1.0;99.0
223;201700000247;3;74;;;2.0;2.0;5.0;790.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
224;201700000248;3;1760;;;2.0;2.0;;;0.0;2.0;;0.0;0.0;1.0;0.0;1.0;99.0
225;201700000249;3;1043;;;2.0;2.0;4.0;800.0;0.0;2.0;1.0;0.0;74.0;2.0;0.0;4.0;99.0
226;201700000251;3;31;;D;2.0;2.0;66.0;200.0;0.0;4.0;1.0;0.0;68.0;1.0;5.0;1.0;99.0
227;201700000252;4;;;;;;;;;;;;;;;;
228;201700000253;3;181;;;2.0;2.0;3.0;900.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
229;201700000254;3;153;;;2.0;2.0;19.0;855.0;0.0;2.0;0.0;0.0;15.0;1.0;;;
230;201700000255;3;153;;;2.0;2.0;26.0;420.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;4.0;99.0
231;201700000256;3;915;;;2.0;2.0;15.0;0.0;0.0;1.0;0.0;5.0;10.0;1.0;;;
232;201700000257;4;6;;;2.0;2.0;;;0.0;1.0;1.0;0.0;45.0;2.0;0.0;1.0;99.0
233;201700000258;3;53;;;2.0;2.0;0.0;200.0;0.0;1.0;0.0;80.0;0.0;1.0;0.0;1.0;99.0
234;201700000259;3;1001;;;2.0;2.0;23.0;740.0;0.0;1.0;1.0;0.0;97.0;1.0;0.0;3.0;99.0
235;201700000260;3;137;;;2.0;2.0;1.0;858.0;0.0;2.0;0.0;9.0;710.0;1.0;;;
236;201700000261;3;1001;;;2.0;2.0;19.0;386.0;0.0;4.0;0.0;9.0;20.0;1.0;0.0;1.0;99.0
237;201700000262;3;46;;;2.0;2.0;11.0;0.0;0.0;1.0;1.0;0.0;54.0;1.0;0.0;1.0;99.0
238;201700000263;4;;;;2.0;2.0;;;0.0;1.0;0.0;7.0;10.0;1.0;;1.0;3.0
239;201700000264;3;1001;;;2.0;3.0;19.0;500.0;0.0;4.0;1.0;9.0;215.0;1.0;0.0;1.0;99.0
240;201700000265;4;;;;2.0;2.0;;;0.0;1.0;3.0;0.0;165.0;1.0;0.0;1.0;99.0
241;201700000266;3;125;;;2.0;2.0;;;0.0;3.0;3.0;0.0;61.0;1.0;0.0;3.0;99.0
242;201700000267;3;46;;;2.0;2.0;13.0;855.0;0.0;1.0;0.0;6.0;810.0;4.0;;;
243;201700000268;3;1001;;;3.0;4.0;25.0;0.0;0.0;3.0;0.0;14.0;15.0;1.0;;;
244;201700000269;3;1001;;;2.0;3.0;21.0;900.0;0.0;1.0;1.0;0.0;97.0;1.0;0.0;1.0;99.0
