;Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
12135;201700013441;3;943;;;2.0;2.0;60.0;800.0;0.0;1.0;1.0;0.0;76.0;1.0;0.0;1.0;99.0
12136;201700013442;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
12137;201700013443;3;13;;;2.0;2.0;27.0;700.0;0.0;2.0;4.0;0.0;57.0;1.0;0.0;1.0;99.0
12138;201700013444;3;943;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
12139;201700013445;3;943;;;2.0;5.0;75.0;0.0;0.0;1.0;1.0;0.0;140.0;1.0;0.0;1.0;99.0
12140;201700013447;3;943;;;2.0;2.0;90.0;100.0;0.0;1.0;3.0;0.0;72.0;2.0;0.0;1.0;99.0
12141;201700013448;3;975;;;2.0;2.0;7.0;700.0;0.0;1.0;1.0;0.0;35.0;1.0;0.0;3.0;99.0
12142;201700013449;3;138;;;2.0;2.0;1.0;500.0;0.0;1.0;0.0;10.0;810.0;1.0;;;
12143;201700013452;4;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;30.0;1.0;0.0;3.0;99.0
12144;201700013453;3;19;;;2.0;2.0;5.0;380.0;0.0;1.0;2.0;0.0;50.0;1.0;0.0;3.0;99.0
12145;201700013454;3;925;;;2.0;2.0;27.0;205.0;0.0;1.0;1.0;0.0;73.0;1.0;0.0;1.0;99.0
12146;201700013455;3;68;;;2.0;2.0;9.0;;0.0;1.0;0.0;4.0;10.0;1.0;;;
12147;201700013457;2;151;;;2.0;2.0;;;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
12148;201700013458;3;927;;;2.0;3.0;0.0;938.0;3.0;1.0;1.0;0.0;119.0;1.0;5.0;1.0;99.0
12149;201700013459;6;0;;;0.0;2.0;;;0.0;1.0;0.0;5.0;10.0;1.0;;;
12150;201700013460;3;943;;;2.0;2.0;22.0;800.0;0.0;1.0;1.0;0.0;75.0;1.0;0.0;1.0;99.0
12151;201700013461;3;990;;;2.0;2.0;46.0;761.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0
12152;201700013462;4;0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
12153;201700013463;3;26;;;2.0;2.0;3.0;558.0;0.0;1.0;1.0;0.0;60.0;2.0;5.0;1.0;0.0
12154;201700013464;3;940;;;2.0;2.0;21.0;600.0;0.0;1.0;1.0;0.0;59.0;1.0;0.0;3.0;99.0
12155;201700013465;3;74;;c;2.0;2.0;1.0;500.0;0.0;1.0;0.0;0.0;62.0;1.0;0.0;1.0;99.0
12156;201700013466;3;102;;;2.0;2.0;0.0;0.0;0.0;1.0;;0.0;100.0;1.0;0.0;1.0;99.0
12157;201700013468;3;102;;;2.0;2.0;7.0;740.0;0.0;1.0;0.0;0.0;44.0;1.0;0.0;1.0;99.0
12158;201700013469;3;927;;;2.0;2.0;28.0;300.0;0.0;1.0;1.0;0.0;75.0;2.0;0.0;3.0;99.0
12159;201700013470;3;74;;C;2.0;2.0;1.0;600.0;0.0;3.0;3.0;0.0;60.0;2.0;0.0;1.0;99.0
12160;201700013471;3;950;;;2.0;2.0;13.0;877.0;0.0;1.0;3.0;0.0;15.0;1.0;5.0;3.0;0.0
12161;201700013472;3;27;;;2.0;2.0;33.0;988.0;0.0;1.0;;0.0;55.0;1.0;0.0;1.0;99.0
12162;201700013473;4;;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
12163;201700013474;3;27;;B;2.0;2.0;1.0;550.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
12164;201700013475;3;53;;;2.0;2.0;7.0;0.0;0.0;3.0;1.0;0.0;48.0;1.0;0.0;1.0;99.0
12165;201700013476;3;17;;;2.0;2.0;11.0;0.0;0.0;1.0;1.0;0.0;61.0;2.0;0.0;1.0;99.0
12166;201700013477;3;951;;;2.0;2.0;37.0;342.0;0.0;1.0;0.0;12.0;815.0;1.0;;;
12167;201700013478;3;951;;;2.0;1.0;3.0;300.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
12168;201700013479;3;927;;;2.0;2.0;63.0;283.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
12169;201700013480;3;951;;;2.0;2.0;30.0;800.0;0.0;1.0;1.0;76.0;0.0;1.0;0.0;3.0;99.0
12170;201700013481;3;951;;;2.0;2.0;19.0;850.0;0.0;1.0;1.0;67.0;0.0;1.0;0.0;3.0;99.0
12171;201700013482;6;;;;0.0;0.0;;;0.0;1.0;1.0;6.0;820.0;1.0;0.0;1.0;0.0
12172;201700013483;3;40;;;2.0;2.0;24.0;776.0;0.0;1.0;1.0;0.0;58.0;1.0;0.0;1.0;99.0
12173;201700013484;3;1;;;2.0;2.0;58.0;657.0;0.0;1.0;1.0;0.0;63.0;1.0;0.0;3.0;99.0
12174;201700013485;3;920;;;2.0;2.0;66.0;492.0;0.0;2.0;0.0;8.0;15.0;1.0;;;
12175;201700013486;3;40;;;2.0;2.0;18.0;200.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
12176;201700013487;3;40;;;2.0;2.0;11.0;800.0;0.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;99.0
12177;201700013488;4;0;;;2.0;2.0;;;0.0;1.0;2.0;59.0;0.0;1.0;0.0;3.0;99.0
12178;201700013489;3;40;;;2.0;2.0;38.0;600.0;0.0;2.0;3.0;0.0;56.0;1.0;0.0;3.0;99.0
12179;201700013490;3;48;;;2.0;2.0;23.0;294.0;0.0;1.0;1.0;0.0;62.0;1.0;0.0;1.0;99.0
12180;201700013491;3;920;;;2.0;2.0;62.0;222.0;0.0;1.0;1.0;0.0;115.0;2.0;5.0;3.0;99.0
12181;201700013492;3;48;;D;2.0;2.0;2.0;111.0;0.0;2.0;;0.0;47.0;2.0;0.0;3.0;99.0
12182;201700013493;4;9;;;2.0;2.0;;;0.0;1.0;2.0;;;1.0;0.0;4.0;99.0
12183;201700013494;3;5;;;2.0;2.0;19.0;210.0;0.0;1.0;1.0;;62.0;1.0;0.0;3.0;99.0
12184;201700013495;3;198;;;2.0;2.0;1.0;0.0;0.0;1.0;1.0;;60.0;1.0;0.0;1.0;99.0
12185;201700013496;3;148;;;2.0;2.0;7.0;350.0;0.0;;1.0;;;;0.0;1.0;0.0
12186;201700013497;4;0;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;4.0;;;
12187;201700013498;3;5;;;2.0;2.0;22.0;300.0;0.0;1.0;1.0;;;1.0;0.0;3.0;99.0
12188;201700013499;3;10;;;2.0;2.0;0.0;750.0;0.0;1.0;1.0;;7.0;1.0;0.0;1.0;99.0
12189;201700013501;3;9;;;2.0;2.0;32.0;650.0;0.0;2.0;0.0;;10.0;1.0;;;
12190;201700013502;3;15;;;1.0;1.0;45.0;940.0;0.0;1.0;0.0;;20.0;4.0;5.0;0.0;0.0
12191;201700013503;3;677;;;2.0;2.0;51.0;500.0;0.0;1.0;1.0;0.0;75.0;1.0;0.0;3.0;99.0
12192;201700013504;3;149;;;2.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;3.0;99.0
12193;201700013505;3;137;;;2.0;2.0;0.0;0.0;0.0;1.0;;0.0;0.0;2.0;5.0;4.0;99.0
12194;201700013507;2;77;;;2.0;2.0;20.0;5.0;0.0;1.0;2.0;;;1.0;0.0;1.0;99.0
12195;201700013508;2;77;;;2.0;2.0;18.0;150.0;0.0;1.0;1.0;;65.0;2.0;0.0;1.0;99.0
12196;201700013509;3;444;;;2.0;2.0;22.0;800.0;0.0;1.0;1.0;;56.0;1.0;0.0;3.0;99.0
12197;201700013510;3;374;;;2.0;2.0;72.0;650.0;0.0;2.0;4.0;;60.0;1.0;0.0;1.0;99.0
12198;201700013511;3;444;;;2.0;2.0;;;0.0;2.0;0.0;;10.0;1.0;;;
12199;201700013512;3;444;;;2.0;2.0;11.0;950.0;0.0;1.0;1.0;;;1.0;0.0;3.0;99.0
12200;201700013513;2;77;;;2.0;2.0;18.0;800.0;0.0;1.0;1.0;32.0;32.0;1.0;0.0;3.0;99.0
12201;201700013514;3;72;;;2.0;2.0;12.0;400.0;0.0;2.0;2.0;;55.0;1.0;0.0;3.0;99.0
12202;201700013515;3;109;;;2.0;2.0;8.0;100.0;0.0;1.0;3.0;;55.0;1.0;0.0;3.0;99.0
12203;201700013517;3;27;;D;2.0;2.0;17.0;110.0;0.0;1.0;0.0;23.0;710.0;1.0;;;
12204;201700013518;3;72;;;2.0;2.0;10.0;500.0;0.0;2.0;0.0;;55.0;2.0;0.0;3.0;99.0
12205;201700013519;3;34;;;2.0;2.0;34.0;500.0;0.0;1.0;1.0;;;1.0;0.0;3.0;99.0
12206;201700013520;4;374;;;2.0;2.0;;;0.0;1.0;2.0;0.0;63.0;2.0;0.0;4.0;99.0
12207;201700013521;2;77;;;2.0;2.0;18.0;730.0;0.0;1.0;0.0;0.0;10.0;1.0;0.0;1.0;0.0
12208;201700013522;2;77;;;2.0;2.0;23.0;0.0;0.0;1.0;1.0;0.0;73.0;1.0;0.0;1.0;99.0
12209;201700013523;3;100;;;2.0;2.0;;;0.0;2.0;0.0;0.0;10.0;1.0;;;
12210;201700013524;3;1;;;2.0;2.0;48.0;380.0;0.0;1.0;3.0;0.0;80.0;1.0;0.0;1.0;99.0
12211;201700013525;3;48;;;2.0;2.0;11.0;600.0;0.0;0.0;0.0;;;1.0;0.0;1.0;0.0
12212;201700013526;3;43;;;2.0;2.0;32.0;0.0;0.0;1.0;2.0;;35.0;1.0;0.0;3.0;99.0
12213;201700013527;3;619;;;2.0;2.0;83.0;50.0;0.0;1.0;1.0;;74.0;2.0;0.0;1.0;99.0
12214;201700013528;3;960;;;2.0;2.0;48.0;0.0;0.0;1.0;1.0;;;2.0;0.0;1.0;99.0
12215;201700013529;3;1;;;2.0;2.0;58.0;750.0;0.0;3.0;1.0;;59.0;1.0;0.0;3.0;99.0
12216;201700013531;4;619;;;2.0;2.0;;;0.0;1.0;0.0;500.0;16.0;1.0;;;
12217;201700013532;3;396;;D;2.0;2.0;30.0;740.0;0.0;4.0;0.0;507.0;20.0;3.0;0.0;1.0;0.0
12218;201700013533;3;619;;D;2.0;2.0;104.0;350.0;0.0;1.0;1.0;;78.0;1.0;0.0;3.0;99.0
12219;201700013534;3;396;;;2.0;2.0;38.0;90.0;0.0;2.0;2.0;;0.0;1.0;0.0;0.0;99.0
12220;201700013535;3;210;;;2.0;2.0;72.0;0.0;0.0;1.0;0.0;7.0;15.0;1.0;;;
12221;201700013536;3;70;;;2.0;2.0;35.0;100.0;0.0;4.0;3.0;0.0;62.0;1.0;0.0;3.0;99.0
12222;201700013537;4;46;;;2.0;2.0;;;0.0;1.0;3.0;;50.0;1.0;0.0;3.0;99.0
12223;201700013539;3;118;;;2.0;2.0;3.0;0.0;0.0;2.0;1.0;;65.0;9.0;0.0;1.0;99.0
12224;201700013540;3;396;;;2.0;2.0;31.0;150.0;0.0;1.0;3.0;;67.0;1.0;0.0;1.0;99.0
12225;201700013541;3;4;;B;1.0;1.0;0.0;0.0;0.0;1.0;0.0;;10.0;1.0;;;
12226;201700013543;3;67;;;2.0;2.0;5.0;150.0;0.0;1.0;3.0;;70.0;2.0;0.0;0.0;99.0
12227;201700013544;3;671;;;2.0;2.0;27.0;0.0;0.0;1.0;1.0;;72.0;1.0;0.0;3.0;99.0
12228;201700013545;3;453;;;2.0;2.0;1.0;200.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;3.0;99.0
12229;201700013546;3;57;;;2.0;2.0;14.0;100.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;1.0;99.0
12230;201700013547;3;671;;;2.0;2.0;2.0;700.0;0.0;1.0;2.0;0.0;75.0;1.0;0.0;3.0;99.0
12231;201700013548;3;167;;;2.0;2.0;5.0;350.0;0.0;1.0;0.0;;10.0;1.0;;;
12232;201700013549;3;443;;;2.0;2.0;38.0;800.0;0.0;2.0;2.0;;55.0;1.0;0.0;1.0;99.0
12233;201700013550;3;443;;;2.0;2.0;35.0;0.0;0.0;1.0;1.0;;60.0;1.0;0.0;1.0;99.0
12234;201700013551;3;671;;;2.0;2.0;18.0;600.0;0.0;1.0;1.0;;75.0;1.0;2.0;3.0;99.0
12235;201700013552;3;67;;;2.0;2.0;5.0;0.0;0.0;1.0;0.0;;60.0;1.0;0.0;3.0;99.0
12236;201700013553;3;167;;;2.0;2.0;1.0;100.0;0.0;1.0;2.0;0.0;60.0;1.0;0.0;1.0;99.0
12237;201700013555;3;671;;;2.0;2.0;22.0;760.0;0.0;2.0;1.0;;75.0;1.0;0.0;3.0;99.0
12238;201700013556;3;671;;;2.0;2.0;12.0;700.0;0.0;1.0;3.0;;;2.0;0.0;3.0;99.0
12239;201700013557;3;671;;;2.0;2.0;23.0;300.0;0.0;2.0;1.0;;70.0;1.0;0.0;3.0;99.0
12240;201700013558;3;81;;;2.0;2.0;5.0;478.0;0.0;3.0;;;;1.0;0.0;1.0;99.0
12241;201700013559;6;0;;;0.0;0.0;;;0.0;1.0;2.0;;;1.0;0.0;1.0;99.0
12242;201700013560;3;671;;;2.0;2.0;29.0;350.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
12243;201700013561;3;960;;;2.0;2.0;28.0;500.0;0.0;1.0;3.0;;90.0;2.0;0.0;4.0;99.0
12244;201700013562;3;35;;;2.0;2.0;12.0;500.0;0.0;2.0;3.0;0.0;70.0;1.0;0.0;3.0;99.0
12245;201700013563;3;960;;;2.0;2.0;20.0;600.0;0.0;1.0;1.0;;50.0;1.0;0.0;1.0;99.0
12246;201700013565;3;46;;;2.0;2.0;1.0;220.0;0.0;1.0;1.0;;35.0;1.0;0.0;3.0;99.0
12247;201700013566;3;396;;;2.0;2.0;;;0.0;1.0;0.0;;;1.0;0.0;3.0;99.0
12248;201700013567;3;396;;;2.0;2.0;17.0;200.0;0.0;1.0;0.0;0.0;15.0;1.0;;;
12249;201700013568;3;18;;;2.0;2.0;12.0;149.0;0.0;2.0;1.0;0.0;48.0;2.0;0.0;3.0;99.0
12250;201700013570;3;619;;D;2.0;2.0;8.0;500.0;0.0;1.0;1.0;;;1.0;2.0;1.0;99.0
12251;201700013571;4;;;;2.0;2.0;;;0.0;1.0;2.0;;73.0;1.0;0.0;3.0;99.0
12252;201700013572;3;23;;;2.0;2.0;;;0.0;1.0;0.0;0.0;10.0;1.0;;;
12253;201700013573;3;40;;;2.0;2.0;1.0;575.0;0.0;1.0;0.0;;;1.0;0.0;1.0;0.0
12254;201700013574;3;951;;;2.0;2.0;17.0;0.0;0.0;1.0;0.0;;10.0;1.0;;;
12255;201700013575;4;;;;2.0;2.0;;;0.0;1.0;2.0;;72.0;1.0;2.0;3.0;99.0
12256;201700013576;3;978;;;2.0;2.0;1.0;900.0;0.0;1.0;1.0;;68.0;1.0;0.0;3.0;99.0
12257;201700013577;3;153;;;2.0;2.0;8.0;0.0;0.0;1.0;2.0;;;1.0;0.0;1.0;99.0
12258;201700013578;6;0;;;0.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
12259;201700013580;3;442;;;2.0;2.0;15.0;900.0;0.0;1.0;1.0;0.0;65.0;1.0;0.0;1.0;99.0
12260;201700013581;3;951;;;2.0;2.0;2.0;200.0;0.0;1.0;0.0;0.0;15.0;4.0;;;
12261;201700013584;3;31;;;2.0;2.0;52.0;200.0;0.0;1.0;1.0;;65.0;2.0;0.0;1.0;99.0
12262;201700013585;4;;;;2.0;2.0;;;0.0;1.0;0.0;;10.0;1.0;;;
12263;201700013586;3;116;;;2.0;2.0;13.0;400.0;0.0;1.0;1.0;35.0;65.0;1.0;0.0;1.0;99.0
12264;201700013587;3;160;;;2.0;2.0;5.0;;0.0;1.0;0.0;0.0;20.0;4.0;;;
12265;201700013588;3;440;;;2.0;2.0;3.0;500.0;0.0;1.0;0.0;5.0;110.0;1.0;;;
12266;201700013589;3;78;;;2.0;2.0;3.0;950.0;0.0;1.0;3.0;0.0;60.0;1.0;0.0;3.0;99.0
12267;201700013590;4;;;;2.0;2.0;;;0.0;1.0;1.0;0.0;40.0;1.0;0.0;3.0;99.0
12268;201700013591;4;;;;1.0;1.0;;;0.0;1.0;1.0;;60.0;1.0;0.0;1.0;99.0
12269;201700013592;9;;;;0.0;1.0;;;0.0;2.0;1.0;;20.0;6.0;0.0;0.0;99.0
12270;201700013593;4;;;;2.0;2.0;;;0.0;1.0;0.0;;10.0;1.0;;;
12271;201700013594;9;;;;2.0;2.0;;;0.0;1.0;2.0;;60.0;1.0;6.0;1.0;99.0
12272;201700013595;4;;;;2.0;2.0;;;0.0;1.0;1.0;;65.0;1.0;0.0;4.0;99.0
12273;201700013596;3;33;;;2.0;2.0;18.0;600.0;0.0;1.0;0.0;;10.0;0.0;;;
12274;201700013597;9;0;;;2.0;2.0;;;0.0;1.0;0.0;11.0;620.0;2.0;;;
12275;201700013598;3;20;;;2.0;2.0;1.0;180.0;0.0;1.0;0.0;6.0;910.0;1.0;;;
12276;201700013599;3;619;;;2.0;2.0;44.0;300.0;0.0;1.0;1.0;30.0;75.0;1.0;0.0;1.0;99.0
12277;201700013600;3;0;;;2.0;2.0;7.0;850.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;3.0;99.0
12278;201700013601;3;619;;;2.0;2.0;25.0;344.0;0.0;1.0;0.0;207.0;210.0;0.0;;;
12279;201700013602;6;0;;;0.0;0.0;;;0.0;1.0;0.0;0.0;50.0;1.0;6.0;4.0;99.0
12280;201700013603;3;373;;;2.0;2.0;9.0;500.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;3.0;99.0
12281;201700013604;3;619;;;2.0;4.0;45.0;500.0;0.0;3.0;3.0;9.0;140.0;1.0;0.0;1.0;99.0
12282;201700013605;3;206;;;2.0;2.0;2.0;880.0;0.0;2.0;0.0;0.0;91.0;1.0;0.0;1.0;3.0
12283;201700013606;3;88;;;2.0;2.0;3.0;390.0;0.0;1.0;1.0;0.0;35.0;2.0;0.0;3.0;99.0
12284;201700013607;3;27;;;2.0;2.0;10.0;450.0;0.0;2.0;3.0;0.0;50.0;1.0;0.0;1.0;0.0
12285;201700013608;3;906;;;2.0;2.0;6.0;800.0;0.0;2.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
12286;201700013609;3;27;;;2.0;2.0;10.0;300.0;0.0;2.0;2.0;0.0;60.0;9.0;0.0;1.0;0.0
12287;201700013610;2;102;;;2.0;2.0;2.0;810.0;0.0;1.0;1.0;0.0;70.0;1.0;5.0;1.0;99.0
12288;201700013611;3;589;;;2.0;2.0;33.0;487.0;0.0;1.0;1.0;0.0;65.0;2.0;0.0;3.0;0.0
12289;201700013612;2;88;;;2.0;2.0;75.0;600.0;0.0;4.0;1.0;0.0;79.0;1.0;0.0;1.0;99.0
12290;201700013613;3;27;;;2.0;2.0;10.0;600.0;0.0;2.0;1.0;0.0;80.0;9.0;0.0;1.0;99.0
12291;201700013614;2;88;;;2.0;2.0;89.0;250.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
12292;201700013615;3;31;;;2.0;2.0;8.0;970.0;0.0;1.0;1.0;0.0;50.0;1.0;5.0;1.0;99.0
12293;201700013616;3;31;;;2.0;2.0;12.0;0.0;0.0;1.0;2.0;0.0;50.0;1.0;0.0;3.0;0.0
12294;201700013617;9;0;;;2.0;2.0;0.0;1.0;0.0;2.0;1.0;0.0;30.0;9.0;0.0;1.0;99.0
12295;201700013618;3;433;;;2.0;2.0;2.0;100.0;0.0;2.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
12296;201700013619;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;3.0;0.0;40.0;1.0;0.0;1.0;0.0
12297;201700013620;3;28;;;2.0;2.0;19.0;630.0;0.0;1.0;1.0;0.0;59.0;1.0;0.0;1.0;99.0
12298;201700013621;3;633;;;2.0;2.0;1.0;950.0;0.0;2.0;2.0;0.0;47.0;1.0;0.0;1.0;99.0
12299;201700013622;3;500;;;2.0;2.0;58.0;900.0;0.0;3.0;3.0;0.0;60.0;1.0;0.0;1.0;0.0
12300;201700013624;2;88;;;2.0;2.0;41.0;950.0;0.0;2.0;2.0;0.0;715.0;1.0;0.0;1.0;0.0
12301;201700013625;2;88;;;2.0;2.0;45.0;780.0;0.0;1.0;1.0;0.0;73.0;1.0;0.0;1.0;0.0
12302;201700013626;3;37;;;2.0;2.0;2.0;460.0;0.0;1.0;1.0;0.0;70.0;7.0;0.0;3.0;0.0
12303;201700013627;3;103;;;2.0;2.0;64.0;50.0;0.0;1.0;2.0;0.0;63.0;1.0;0.0;1.0;99.0
12304;201700013628;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;35.0;2.0;0.0;1.0;99.0
12305;201700013629;3;906;;;2.0;2.0;22.0;200.0;0.0;2.0;2.0;0.0;67.0;1.0;0.0;3.0;99.0
12306;201700013630;3;906;;;2.0;2.0;24.0;200.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
12307;201700013631;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;30.0;1.0;0.0;1.0;99.0
12308;201700013632;3;906;;;2.0;2.0;34.0;150.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
12309;201700013633;3;28;;;0.0;2.0;41.0;450.0;0.0;2.0;1.0;0.0;45.0;1.0;0.0;1.0;0.0
12310;201700013634;3;103;;;2.0;2.0;72.0;600.0;0.0;1.0;3.0;0.0;60.0;1.0;0.0;1.0;99.0
12311;201700013636;3;26;;;2.0;2.0;15.0;590.0;0.0;1.0;1.0;0.0;49.0;1.0;0.0;1.0;99.0
12312;201700013637;3;13;;;2.0;2.0;15.0;500.0;0.0;1.0;1.0;0.0;61.0;1.0;0.0;1.0;99.0
12313;201700013638;2;102;;;2.0;2.0;34.0;500.0;0.0;1.0;3.0;0.0;75.0;2.0;0.0;1.0;99.0
12314;201700013639;3;252;;;2.0;2.0;5.0;150.0;0.0;1.0;3.0;0.0;50.0;1.0;0.0;1.0;99.0
12315;201700013640;2;102;;;2.0;2.0;28.0;341.0;0.0;1.0;1.0;0.0;60.0;1.0;5.0;1.0;99.0
12316;201700013641;3;590;;;2.0;2.0;59.0;110.0;0.0;1.0;2.0;0.0;70.0;2.0;0.0;3.0;0.0
12317;201700013642;3;13;;;0.0;2.0;9.0;200.0;0.0;1.0;2.0;0.0;70.0;1.0;0.0;1.0;0.0
12318;201700013643;9;0;;;2.0;2.0;0.0;1.0;0.0;1.0;3.0;0.0;21.0;9.0;0.0;3.0;0.0
12319;201700013644;2;102;;;2.0;2.0;36.0;600.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
12320;201700013645;3;29;;;2.0;2.0;18.0;100.0;0.0;1.0;3.0;0.0;50.0;1.0;0.0;3.0;0.0
12321;201700013646;3;103;;;2.0;2.0;55.0;450.0;0.0;1.0;3.0;0.0;60.0;2.0;0.0;1.0;0.0
12322;201700013647;2;88;;;2.0;2.0;56.0;50.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
12323;201700013649;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;37.0;1.0;0.0;1.0;99.0
12324;201700013650;3;585;;;0.0;2.0;43.0;950.0;0.0;2.0;2.0;0.0;65.0;1.0;0.0;1.0;0.0
12325;201700013651;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;30.0;1.0;0.0;1.0;0.0
12326;201700013652;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;0.0
12327;201700013653;3;585;;;2.0;2.0;64.0;120.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;0.0
12328;201700013654;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;4.0;20.0;1.0;0.0;1.0;0.0
12329;201700013655;3;16;;;2.0;2.0;8.0;600.0;0.0;1.0;3.0;0.0;63.0;1.0;0.0;3.0;99.0
12330;201700013656;3;16;;;2.0;2.0;2.0;0.0;0.0;2.0;3.0;0.0;71.0;1.0;0.0;3.0;99.0
12331;201700013657;3;146;;;2.0;2.0;2.0;198.0;0.0;2.0;3.0;0.0;50.0;1.0;0.0;3.0;0.0
12332;201700013658;2;102;;;1.0;2.0;92.0;840.0;0.0;1.0;2.0;0.0;30.0;1.0;0.0;3.0;0.0
12333;201700013659;3;14;;;2.0;2.0;9.0;304.0;0.0;2.0;3.0;0.0;50.0;1.0;0.0;1.0;0.0
12334;201700013661;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;3.0;0.0;30.0;1.0;0.0;3.0;0.0
12335;201700013662;3;988;;;2.0;2.0;0.0;874.0;0.0;2.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
12336;201700013663;3;18;;;2.0;2.0;8.0;900.0;0.0;2.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
12337;201700013664;2;88;;;2.0;2.0;33.0;930.0;0.0;3.0;2.0;0.0;73.0;2.0;0.0;1.0;0.0
12338;201700013665;3;421;;;2.0;2.0;3.0;900.0;0.0;2.0;1.0;0.0;56.0;1.0;0.0;1.0;0.0
12339;201700013666;3;46;;;2.0;2.0;5.0;365.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
12340;201700013667;3;42;;;2.0;2.0;34.0;50.0;0.0;3.0;2.0;0.0;60.0;1.0;0.0;1.0;0.0
12341;201700013668;3;9;;;2.0;2.0;4.0;50.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;3.0;99.0
12342;201700013670;3;7;;;2.0;2.0;18.0;830.0;0.0;1.0;1.0;0.0;52.0;1.0;0.0;1.0;99.0
12343;201700013672;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;400.0;1.0;0.0;1.0;0.0
12344;201700013673;3;42;;;2.0;2.0;28.0;500.0;0.0;2.0;3.0;0.0;32.0;1.0;0.0;1.0;0.0
12345;201700013674;3;42;;;2.0;2.0;13.0;330.0;0.0;2.0;1.0;0.0;70.0;2.0;0.0;1.0;0.0
12346;201700013675;3;421;;;2.0;2.0;3.0;492.0;0.0;2.0;3.0;0.0;60.0;2.0;0.0;1.0;0.0
12347;201700013676;3;43;;;2.0;2.0;20.0;830.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
12348;201700013677;3;43;;;2.0;2.0;15.0;245.0;0.0;1.0;2.0;0.0;70.0;1.0;0.0;1.0;0.0
12349;201700013678;3;46;;;2.0;2.0;0.0;1.0;0.0;1.0;3.0;0.0;70.0;1.0;5.0;1.0;0.0
12350;201700013679;3;46;;;2.0;2.0;25.0;980.0;0.0;1.0;1.0;0.0;50.0;2.0;0.0;1.0;99.0
12351;201700013680;3;44;;;2.0;2.0;29.0;830.0;0.0;2.0;3.0;0.0;70.0;2.0;0.0;1.0;0.0
12352;201700013681;3;46;;;1.0;1.0;23.0;34.0;0.0;1.0;2.0;0.0;35.0;1.0;0.0;1.0;0.0
12353;201700013682;3;12;;;2.0;2.0;40.0;700.0;0.0;2.0;1.0;0.0;105.0;1.0;0.0;4.0;0.0
12354;201700013684;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;0.0
12355;201700013685;4;1;;;2.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
